arch;seed;val_score;test_score
const,mlp,sigmoid,16,16,gat,sum,sigmoid,16;42.0;0.6859999999999999;0.679
const,mlp,sigmoid,16,16,gat,sum,sigmoid,8;42.0;0.6579999999999999;0.6575
const,mlp,sigmoid,16,16,gcn,mlp,softplus,2;79.0;0.5820000000000001;0.6
const,mlp,sigmoid,16,16,linear,max,relu6,16;10.0;0.624;0.595
const,mlp,sigmoid,16,32,cos,max,elu,1;19.0;0.274;0.31
const,mlp,sigmoid,16,64,const,sum,relu6,4;123.0;0.058;0.093
const,mlp,sigmoid,16,64,gat,mean,relu,2;123.0;0.21;0.231
const,mlp,sigmoid,16,64,gat,mlp,leaky_relu,2;10.0;0.23;0.231
const,mlp,sigmoid,16,8,gcn,sum,tanh,4;79.0;0.6940000000000001;0.71
const,mlp,sigmoid,2,128,cos,mean,softplus,1;10.0;0.38;0.399
const,mlp,sigmoid,2,16,const,max,softplus,4;79.0;0.334;0.418
const,mlp,sigmoid,2,16,const,mlp,relu6,2;19.0;0.204;0.182
const,mlp,sigmoid,2,256,linear,max,elu,1;19.0;0.232;0.204
const,mlp,sigmoid,2,32,gat,sum,tanh,1;42.0;0.6659999999999999;0.687
const,mlp,sigmoid,2,32,gat_sym,mean,relu6,4;10.0;0.39;0.409
const,mlp,sigmoid,2,32,gat_sym,mlp,softplus,1;10.0;0.426;0.438
const,mlp,sigmoid,2,4,const,mlp,sigmoid,1;10.0;0.314;0.412
const,mlp,sigmoid,2,4,generalized_linear,sum,linear,1;10.0;0.6559999999999999;0.677
const,mlp,sigmoid,2,64,linear,sum,relu,2;123.0;0.188;0.205
const,mlp,sigmoid,2,8,generalized_linear,mlp,linear,4;123.0;0.358;0.345
const,mlp,sigmoid,4,128,linear,sum,elu,8;10.0;0.514;0.531
const,mlp,sigmoid,4,16,cos,mean,relu,16;123.0;0.18600000000000005;0.28
const,mlp,sigmoid,4,256,const,max,sigmoid,6;10.0;0.3;0.311
const,mlp,sigmoid,4,256,cos,sum,relu,1;123.0;0.058;0.16
const,mlp,sigmoid,4,32,const,mlp,relu6,1;19.0;0.128;0.187
const,mlp,sigmoid,4,32,linear,mean,sigmoid,4;10.0;0.274;0.278
const,mlp,sigmoid,4,4,generalized_linear,max,elu,4;79.0;0.54;0.536
const,mlp,sigmoid,4,64,gat,max,linear,1;79.0;0.62;0.615
const,mlp,sigmoid,6,128,const,sum,linear,1;79.0;0.6859999999999999;0.688
const,mlp,sigmoid,6,16,gat_sym,mean,softplus,6;123.0;0.306;0.327
const,mlp,sigmoid,6,256,gcn,mlp,sigmoid,4;79.0;0.228;0.29100000000000004
const,mlp,sigmoid,6,256,linear,max,softplus,1;10.0;0.244;0.285
const,mlp,sigmoid,6,4,gcn,sum,elu,16;123.0;0.6679999999999999;0.679
const,mlp,sigmoid,6,64,linear,max,elu,4;123.0;0.626;0.5920000000000001
const,mlp,sigmoid,6,64,linear,mlp,linear,2;42.0;0.456;0.409
const,mlp,sigmoid,6,8,gat_sym,mlp,sigmoid,6;79.0;0.218;0.34700000000000003
const,mlp,sigmoid,6,8,linear,mean,relu,6;123.0;0.192;0.231
const,mlp,sigmoid,8,128,cos,mlp,leaky_relu,4;19.0;0.259;0.214
const,mlp,sigmoid,8,16,const,mlp,softplus,1;79.0;0.584;0.605
const,mlp,sigmoid,8,32,gat,max,relu6,6;42.0;0.616;0.608
const,mlp,sigmoid,8,32,gcn,mlp,sigmoid,1;79.0;0.6459999999999999;0.615
const,mlp,sigmoid,8,4,generalized_linear,sum,linear,16;123.0;0.6659999999999999;0.691
const,mlp,sigmoid,8,64,gcn,mlp,linear,6;79.0;0.402;0.436
const,mlp,sigmoid,8,8,gat_sym,mlp,relu6,1;79.0;0.202;0.272
const,mlp,softplus,1,128,const,sum,leaky_relu,2;10.0;0.354;0.318
const,mlp,softplus,1,128,gcn,sum,relu6,2;19.0;0.058;0.081
const,mlp,softplus,1,16,cos,sum,linear,8;10.0;0.536;0.541
const,mlp,softplus,1,16,gat_sym,sum,leaky_relu,8;42.0;0.304;0.3
const,mlp,softplus,1,16,generalized_linear,mlp,leaky_relu,16;10.0;0.4;0.387
const,mlp,softplus,1,256,gat,sum,relu,2;79.0;0.184;0.175
const,mlp,softplus,1,32,gat_sym,mlp,relu6,8;19.0;0.316;0.326
const,mlp,softplus,1,4,cos,max,relu6,1;79.0;0.058;0.184
const,mlp,softplus,1,4,cos,mlp,elu,4;19.0;0.266;0.368
const,mlp,softplus,1,4,cos,mlp,leaky_relu,6;10.0;0.364;0.369
const,mlp,softplus,1,4,gat_sym,mean,elu,4;19.0;0.324;0.354
const,mlp,softplus,1,64,const,sum,tanh,4;19.0;0.6779999999999999;0.69
const,mlp,softplus,1,64,generalized_linear,mlp,tanh,16;123.0;0.28;0.362
const,mlp,softplus,1,8,const,mlp,elu,16;42.0;0.38;0.374
const,mlp,softplus,1,8,const,sum,leaky_relu,2;79.0;0.42;0.45
const,mlp,softplus,1,8,linear,mlp,elu,2;79.0;0.318;0.34
const,mlp,softplus,16,16,gat_sym,max,elu,8;42.0;0.598;0.608
const,mlp,softplus,16,16,generalized_linear,mlp,linear,2;19.0;0.608;0.602
const,mlp,softplus,16,256,generalized_linear,mlp,linear,2;19.0;0.54;0.54
const,mlp,softplus,16,32,gcn,mlp,relu,2;42.0;0.114;0.183
const,mlp,softplus,16,32,generalized_linear,mlp,linear,2;19.0;0.552;0.5720000000000001
const,mlp,softplus,16,4,gcn,max,leaky_relu,8;123.0;0.638;0.642
const,mlp,softplus,16,8,gcn,max,elu,2;42.0;0.416;0.403
const,mlp,softplus,2,128,gat,max,tanh,2;10.0;0.454;0.509
const,mlp,softplus,2,128,gat,mean,softplus,8;10.0;0.316;0.32299999999999995
const,mlp,softplus,2,128,gat,mlp,linear,1;10.0;0.502;0.484
const,mlp,softplus,2,128,generalized_linear,mlp,sigmoid,16;123.0;0.376;0.388
const,mlp,softplus,2,128,linear,max,linear,8;10.0;0.634;0.621
const,mlp,softplus,2,256,cos,mlp,leaky_relu,8;19.0;0.192;0.218
const,mlp,softplus,2,256,cos,sum,relu6,16;42.0;0.252;0.261
const,mlp,softplus,2,256,gat,max,relu,4;42.0;0.626;0.619
const,mlp,softplus,2,32,cos,mlp,softplus,16;10.0;0.484;0.461
const,mlp,softplus,2,32,gat,mlp,leaky_relu,1;10.0;0.276;0.279
const,mlp,softplus,2,32,linear,sum,linear,1;42.0;0.6579999999999999;0.6709999999999999
const,mlp,softplus,2,4,const,mlp,tanh,2;123.0;0.444;0.59
const,mlp,softplus,2,4,linear,sum,softplus,6;10.0;0.5720000000000001;0.575
const,mlp,softplus,2,64,linear,max,linear,16;10.0;0.34600000000000003;0.35100000000000003
const,mlp,softplus,2,8,generalized_linear,sum,tanh,6;123.0;0.602;0.635
const,mlp,softplus,4,128,const,max,relu,8;123.0;0.5;0.516
const,mlp,softplus,4,16,const,mlp,softplus,2;10.0;0.53;0.5429999999999999
const,mlp,softplus,4,256,gcn,max,tanh,1;123.0;0.594;0.64
const,mlp,softplus,4,32,const,sum,elu,4;123.0;0.5479999999999999;0.5820000000000001
const,mlp,softplus,4,32,cos,mean,sigmoid,2;79.0;0.226;0.271
const,mlp,softplus,4,32,generalized_linear,sum,tanh,2;10.0;0.662;0.68
const,mlp,softplus,4,4,gat_sym,mean,linear,16;42.0;0.326;0.292
const,mlp,softplus,4,4,generalized_linear,max,linear,1;19.0;0.618;0.617
const,mlp,softplus,4,4,generalized_linear,sum,linear,8;42.0;0.6859999999999999;0.711
const,mlp,softplus,4,64,cos,max,linear,6;123.0;0.638;0.621
const,mlp,softplus,4,64,generalized_linear,sum,softplus,4;123.0;0.648;0.6579999999999999
const,mlp,softplus,6,128,const,max,relu,6;79.0;0.556;0.578
const,mlp,softplus,6,128,gat_sym,mlp,linear,16;42.0;0.312;0.315
const,mlp,softplus,6,128,gcn,mlp,elu,2;79.0;0.56;0.557
const,mlp,softplus,6,128,gcn,mlp,relu,1;79.0;0.328;0.33
const,mlp,softplus,6,256,linear,sum,softplus,8;79.0;0.422;0.379
const,mlp,softplus,6,256,linear,sum,tanh,2;79.0;0.162;0.264
const,mlp,softplus,6,4,const,mean,linear,8;79.0;0.466;0.52
const,mlp,softplus,6,4,cos,max,linear,4;19.0;0.609;0.595
const,mlp,softplus,6,4,gat_sym,mlp,softplus,8;10.0;0.5820000000000001;0.598
const,mlp,softplus,6,64,gcn,mean,leaky_relu,16;79.0;0.29600000000000004;0.27
const,mlp,softplus,6,64,gcn,sum,sigmoid,4;10.0;0.7120000000000001;0.716
const,mlp,softplus,8,16,gcn,sum,sigmoid,4;42.0;0.68;0.705
const,mlp,softplus,8,32,cos,mean,relu6,2;123.0;0.188;0.217
const,mlp,softplus,8,32,gat_sym,max,relu6,6;19.0;0.6459999999999999;0.65
const,mlp,softplus,8,32,generalized_linear,max,linear,1;123.0;0.618;0.609
const,mlp,softplus,8,4,linear,max,sigmoid,8;123.0;0.258;0.313
const,mlp,softplus,8,64,gcn,mlp,sigmoid,6;123.0;0.488;0.477
const,mlp,softplus,8,64,generalized_linear,sum,softplus,6;10.0;0.644;0.637
const,mlp,softplus,8,8,gat_sym,sum,tanh,8;79.0;0.674;0.68
const,mlp,tanh,1,128,const,sum,elu,2;10.0;0.642;0.667
const,mlp,tanh,1,128,gat,mean,linear,2;79.0;0.5579999999999999;0.541
const,mlp,tanh,1,128,gat,sum,elu,1;19.0;0.656;0.671
const,mlp,tanh,1,128,gat,sum,tanh,2;19.0;0.672;0.7120000000000001
const,mlp,tanh,1,128,gat_sym,mlp,elu,6;19.0;0.428;0.4270000000000001
const,mlp,tanh,1,16,const,sum,elu,2;10.0;0.6659999999999999;0.68
const,mlp,tanh,1,16,gcn,mean,softplus,8;10.0;0.324;0.338
const,mlp,tanh,1,256,gat,mean,relu,8;19.0;0.522;0.521
const,mlp,tanh,1,256,gcn,sum,elu,8;79.0;0.644;0.672
const,mlp,tanh,1,4,const,mlp,elu,2;19.0;0.416;0.422
const,mlp,tanh,1,4,gat_sym,sum,elu,4;42.0;0.5660000000000001;0.593
const,mlp,tanh,1,4,generalized_linear,max,sigmoid,6;19.0;0.232;0.231
const,mlp,tanh,1,64,const,sum,elu,1;42.0;0.6859999999999999;0.691
const,mlp,tanh,1,64,gat,sum,elu,6;19.0;0.674;0.6809999999999999
const,mlp,tanh,1,64,linear,mean,linear,16;10.0;0.368;0.414
const,mlp,tanh,1,8,cos,sum,leaky_relu,16;79.0;0.386;0.401
const,mlp,tanh,1,8,linear,max,softplus,6;79.0;0.388;0.378
const,mlp,tanh,16,128,gcn,max,relu6,4;42.0;0.634;0.6409999999999999
const,mlp,tanh,16,128,generalized_linear,mean,relu,4;79.0;0.462;0.431
const,mlp,tanh,16,256,gat_sym,mlp,softplus,8;123.0;0.528;0.518
const,mlp,tanh,16,32,gat,mlp,relu6,16;123.0;0.464;0.456
const,mlp,tanh,16,32,generalized_linear,max,tanh,6;79.0;0.648;0.65
const,mlp,tanh,16,4,gat_sym,max,linear,2;42.0;0.624;0.618
const,mlp,tanh,16,4,gat_sym,mlp,relu,1;42.0;0.644;0.6459999999999999
const,mlp,tanh,16,4,linear,mean,tanh,8;10.0;0.474;0.484
const,mlp,tanh,16,64,cos,mlp,sigmoid,1;123.0;0.6613333333333333;0.6550000000000001
const,mlp,tanh,16,64,cos,mlp,sigmoid,2;123.0;0.45;0.523
const,mlp,tanh,16,64,gat,max,sigmoid,8;19.0;0.376;0.41
const,mlp,tanh,16,64,gat,sum,elu,6;19.0;0.67;0.6970000000000001
const,mlp,tanh,2,128,gat_sym,sum,linear,6;19.0;0.654;0.669
const,mlp,tanh,2,16,cos,max,softplus,8;42.0;0.46;0.43
const,mlp,tanh,2,16,gat,sum,leaky_relu,16;123.0;0.63;0.628
const,mlp,tanh,2,16,gat_sym,mlp,sigmoid,8;79.0;0.328;0.366
const,mlp,tanh,2,256,gat,mlp,elu,1;79.0;0.626;0.631
const,mlp,tanh,2,256,gcn,sum,linear,1;19.0;0.6679999999999999;0.688
const,mlp,tanh,2,32,gcn,max,relu,8;123.0;0.55;0.563
const,mlp,tanh,2,64,linear,sum,leaky_relu,1;19.0;0.65;0.684
const,mlp,tanh,2,8,cos,sum,softplus,6;79.0;0.6559999999999999;0.6829999999999999
const,mlp,tanh,2,8,generalized_linear,sum,sigmoid,16;19.0;0.3720000000000001;0.386
const,mlp,tanh,4,128,gat_sym,mlp,sigmoid,2;79.0;0.362;0.405
const,mlp,tanh,4,16,const,mlp,sigmoid,1;79.0;0.604;0.61
const,mlp,tanh,4,16,linear,mlp,relu,1;123.0;0.62;0.626
const,mlp,tanh,4,256,linear,sum,elu,1;123.0;0.6559999999999999;0.69
const,mlp,tanh,4,64,cos,sum,tanh,1;19.0;0.672;0.706
const,mlp,tanh,4,64,gcn,sum,elu,6;19.0;0.664;0.6829999999999999
const,mlp,tanh,4,8,const,mlp,relu,2;42.0;0.218;0.179
const,mlp,tanh,4,8,generalized_linear,sum,relu,1;79.0;0.6859999999999999;0.693
const,mlp,tanh,6,128,const,mean,softplus,8;123.0;0.504;0.512
const,mlp,tanh,6,128,cos,max,elu,1;10.0;0.622;0.65
const,mlp,tanh,6,128,cos,sum,elu,6;19.0;0.6920000000000001;0.705
const,mlp,tanh,6,128,gat_sym,mlp,elu,1;79.0;0.55;0.593
const,mlp,tanh,6,16,gcn,mean,elu,8;79.0;0.326;0.35100000000000003
const,mlp,tanh,6,256,generalized_linear,sum,softplus,2;42.0;0.614;0.685
const,mlp,tanh,6,256,linear,mean,leaky_relu,4;123.0;0.68;0.6609999999999999
const,mlp,tanh,6,32,gcn,sum,elu,6;19.0;0.674;0.6829999999999999
const,mlp,tanh,6,4,const,max,elu,8;79.0;0.5579999999999999;0.568
const,mlp,tanh,6,4,gat_sym,sum,sigmoid,2;79.0;0.682;0.7020000000000001
const,mlp,tanh,6,64,generalized_linear,sum,elu,6;19.0;0.6559999999999999;0.6990000000000001
const,mlp,tanh,8,16,const,max,relu,2;19.0;0.6;0.597
const,mlp,tanh,8,16,cos,max,elu,2;10.0;0.618;0.682
const,mlp,tanh,8,16,linear,mlp,linear,1;10.0;0.644;0.615
const,mlp,tanh,8,256,linear,mlp,sigmoid,4;19.0;0.416;0.417
const,mlp,tanh,8,8,gat,mlp,elu,2;79.0;0.616;0.642
const,sum,elu,1,128,cos,sum,sigmoid,6;79.0;0.6940000000000001;0.71
const,sum,elu,1,128,gat_sym,mlp,linear,1;79.0;0.6;0.606
const,sum,elu,1,128,gat_sym,sum,elu,4;123.0;0.6940000000000001;0.706
const,sum,elu,1,128,gcn,sum,elu,1;10.0;0.682;0.688
const,sum,elu,1,128,generalized_linear,sum,leaky_relu,6;19.0;0.682;0.6920000000000001
const,sum,elu,1,128,linear,sum,linear,6;42.0;0.69;0.7020000000000001
const,sum,elu,1,128,linear,sum,sigmoid,6;123.0;0.7020000000000001;0.715
const,sum,elu,1,16,const,sum,linear,4;42.0;0.642;0.665
const,sum,elu,1,16,gat,mlp,leaky_relu,2;10.0;0.512;0.509
const,sum,elu,1,16,linear,sum,linear,1;79.0;0.7020000000000001;0.708
const,sum,elu,1,256,const,sum,linear,2;123.0;0.6779999999999999;0.7
const,sum,elu,1,256,const,sum,linear,6;19.0;0.672;0.687
const,sum,elu,1,256,gat,mean,elu,4;19.0;0.508;0.515
const,sum,elu,1,256,gat_sym,mean,elu,8;10.0;0.536;0.5379999999999999
const,sum,elu,1,256,gat_sym,sum,linear,1;42.0;0.682;0.6940000000000001
const,sum,elu,1,256,generalized_linear,mlp,leaky_relu,8;123.0;0.5479999999999999;0.535
const,sum,elu,1,256,linear,mlp,tanh,16;79.0;0.64;0.633
const,sum,elu,1,32,const,sum,elu,2;123.0;0.6659999999999999;0.674
const,sum,elu,1,32,gat,mean,elu,1;19.0;0.662;0.6559999999999999
const,sum,elu,1,32,gat,sum,tanh,1;19.0;0.6920000000000001;0.71
const,sum,elu,1,32,gat_sym,sum,elu,4;123.0;0.68;0.693
const,sum,elu,1,32,linear,mean,sigmoid,2;19.0;0.24;0.479
const,sum,elu,1,4,generalized_linear,sum,linear,4;42.0;0.632;0.66
const,sum,elu,1,64,const,sum,elu,1;19.0;0.6779999999999999;0.6940000000000001
const,sum,elu,1,64,gat,mean,elu,1;42.0;0.654;0.65
const,sum,elu,1,64,gat,sum,linear,6;19.0;0.6940000000000001;0.7070000000000001
const,sum,elu,1,64,linear,mlp,relu,6;42.0;0.366;0.389
const,sum,elu,1,8,cos,mlp,leaky_relu,6;123.0;0.474;0.464
const,sum,elu,1,8,gcn,mlp,leaky_relu,6;42.0;0.4320000000000001;0.418
const,sum,elu,16,128,const,sum,tanh,2;10.0;0.6859999999999999;0.71
const,sum,elu,16,128,gat,max,leaky_relu,4;10.0;0.652;0.653
const,sum,elu,16,128,gcn,mean,sigmoid,16;10.0;0.302;0.34600000000000003
const,sum,elu,16,128,gcn,sum,elu,8;19.0;0.682;0.7
const,sum,elu,16,16,gat,sum,relu,1;123.0;0.6940000000000001;0.708
const,sum,elu,16,256,gat_sym,mean,softplus,6;42.0;0.52;0.586
const,sum,elu,16,256,gat_sym,mlp,relu,2;19.0;0.594;0.598
const,sum,elu,16,256,gcn,sum,tanh,2;10.0;0.664;0.696
const,sum,elu,16,32,const,sum,elu,1;123.0;0.698;0.688
const,sum,elu,16,32,const,sum,linear,16;10.0;0.6759999999999999;0.6709999999999999
const,sum,elu,16,32,gat,sum,elu,2;123.0;0.684;0.693
const,sum,elu,16,32,gcn,sum,linear,8;79.0;0.6859999999999999;0.6920000000000001
const,sum,elu,16,32,gcn,sum,relu6,1;123.0;0.6940000000000001;0.7070000000000001
const,sum,elu,16,4,gat_sym,max,relu,8;19.0;0.3;0.316
const,sum,elu,16,4,generalized_linear,mean,tanh,1;10.0;0.664;0.674
const,sum,elu,16,64,gat,sum,tanh,2;19.0;0.698;0.701
const,sum,elu,16,8,gat,sum,elu,16;10.0;0.6920000000000001;0.698
const,sum,elu,16,8,generalized_linear,sum,elu,2;123.0;0.6910000000000001;0.7045000000000001
const,sum,elu,16,8,linear,mean,leaky_relu,8;19.0;0.568;0.575
const,sum,elu,16,8,linear,sum,relu,6;123.0;0.6859999999999999;0.708
const,sum,elu,2,128,const,sum,elu,1;19.0;0.6779999999999999;0.69
const,sum,elu,2,128,const,sum,linear,4;42.0;0.662;0.679
const,sum,elu,2,128,cos,sum,tanh,1;19.0;0.6759999999999999;0.7070000000000001
const,sum,elu,2,128,gat,sum,relu6,2;19.0;0.7020000000000001;0.722
const,sum,elu,2,128,gat,sum,tanh,1;19.0;0.7;0.715
const,sum,elu,2,128,gat,sum,tanh,6;123.0;0.6859999999999999;0.71
const,sum,elu,2,16,const,sum,tanh,1;19.0;0.6859999999999999;0.6990000000000001
const,sum,elu,2,16,cos,sum,linear,4;123.0;0.7020000000000001;0.705
const,sum,elu,2,16,cos,sum,relu,1;123.0;0.6940000000000001;0.7040000000000001
const,sum,elu,2,16,gat,sum,leaky_relu,1;10.0;0.7;0.7090000000000001
const,sum,elu,2,16,gat_sym,sum,tanh,4;123.0;0.7020000000000001;0.71
const,sum,elu,2,16,generalized_linear,sum,linear,8;10.0;0.682;0.6990000000000001
const,sum,elu,2,16,generalized_linear,sum,softplus,8;123.0;0.674;0.6890000000000001
const,sum,elu,2,16,generalized_linear,sum,tanh,2;10.0;0.698;0.716
const,sum,elu,2,16,linear,mlp,leaky_relu,1;10.0;0.6579999999999999;0.667
const,sum,elu,2,256,generalized_linear,sum,tanh,1;19.0;0.708;0.71
const,sum,elu,2,256,linear,sum,elu,2;19.0;0.708;0.701
const,sum,elu,2,32,const,sum,elu,2;10.0;0.6759999999999999;0.687
const,sum,elu,2,32,gat,mean,elu,1;79.0;0.6459999999999999;0.669
const,sum,elu,2,32,gat_sym,sum,elu,4;123.0;0.674;0.7070000000000001
const,sum,elu,2,32,gat_sym,sum,softplus,6;123.0;0.688;0.6809999999999999
const,sum,elu,2,4,const,mean,linear,4;123.0;0.544;0.561
const,sum,elu,2,4,gat,sum,tanh,6;19.0;0.684;0.6990000000000001
const,sum,elu,2,4,generalized_linear,mlp,softplus,1;42.0;0.622;0.6459999999999999
const,sum,elu,2,64,gat,sum,elu,1;19.0;0.688;0.693
const,sum,elu,2,64,gcn,mlp,tanh,2;10.0;0.638;0.643
const,sum,elu,2,64,gcn,sum,elu,6;19.0;0.6859999999999999;0.693
const,sum,elu,4,128,gat,sum,elu,2;19.0;0.6920000000000001;0.695
const,sum,elu,4,16,const,sum,elu,6;19.0;0.65;0.675
const,sum,elu,4,16,const,sum,linear,1;42.0;0.6779999999999999;0.6859999999999999
const,sum,elu,4,16,gat_sym,max,relu6,8;42.0;0.626;0.626
const,sum,elu,4,256,gat_sym,mean,elu,6;123.0;0.598;0.584
const,sum,elu,4,256,gat_sym,mlp,relu,16;10.0;0.542;0.541
const,sum,elu,4,32,const,sum,elu,1;19.0;0.6659999999999999;0.693
const,sum,elu,4,32,const,sum,linear,16;42.0;0.662;0.6709999999999999
const,sum,elu,4,32,gat,sum,elu,1;123.0;0.698;0.708
const,sum,elu,4,32,gat,sum,tanh,1;19.0;0.688;0.7040000000000001
const,sum,elu,4,32,gat_sym,mean,elu,6;10.0;0.5479999999999999;0.575
const,sum,elu,4,32,gat_sym,sum,elu,4;123.0;0.6759999999999999;0.688
const,sum,elu,4,32,gat_sym,sum,linear,6;123.0;0.688;0.7020000000000001
const,sum,elu,4,32,gcn,sum,elu,1;123.0;0.6920000000000001;0.6990000000000001
const,sum,elu,4,32,gcn,sum,leaky_relu,6;123.0;0.69;0.6990000000000001
const,sum,elu,4,32,generalized_linear,sum,relu,6;123.0;0.69;0.6970000000000001
const,sum,elu,4,4,linear,sum,elu,4;79.0;0.68;0.711
const,sum,elu,4,64,const,sum,tanh,4;19.0;0.6920000000000001;0.696
const,sum,elu,4,64,gat,sum,relu,6;19.0;0.6859999999999999;0.706
const,sum,elu,4,64,gat,sum,tanh,6;19.0;0.6940000000000001;0.713
const,sum,elu,4,64,gcn,mlp,elu,6;123.0;0.606;0.611
const,sum,elu,4,64,linear,sum,linear,6;79.0;0.6940000000000001;0.706
const,sum,elu,4,64,linear,sum,tanh,6;19.0;0.696;0.713
const,sum,elu,4,8,const,mean,tanh,1;19.0;0.562;0.619
const,sum,elu,4,8,gat,max,softplus,16;79.0;0.37;0.355
const,sum,elu,4,8,gat_sym,sum,tanh,1;10.0;0.696;0.716
const,sum,elu,6,128,const,mean,elu,1;123.0;0.672;0.6709999999999999
const,sum,elu,6,128,const,sum,linear,1;19.0;0.7;0.685
const,sum,elu,6,128,gat,sum,elu,2;19.0;0.72;0.71
const,sum,elu,6,128,generalized_linear,mlp,tanh,1;19.0;0.7140000000000001;0.7090000000000001
const,sum,elu,6,128,generalized_linear,sum,tanh,2;19.0;0.698;0.715
const,sum,elu,6,16,const,max,elu,1;19.0;0.604;0.614
const,sum,elu,6,16,const,sum,elu,8;19.0;0.672;0.6729999999999999
const,sum,elu,6,16,gat_sym,sum,elu,4;42.0;0.688;0.7070000000000001
const,sum,elu,6,256,cos,mlp,softplus,1;79.0;0.614;0.602
const,sum,elu,6,256,gat,max,softplus,2;42.0;0.636;0.6679999999999999
const,sum,elu,6,256,linear,sum,tanh,1;10.0;0.7040000000000001;0.705
const,sum,elu,6,32,const,sum,leaky_relu,1;19.0;0.66;0.6920000000000001
const,sum,elu,6,32,cos,mlp,leaky_relu,8;42.0;0.448;0.442
const,sum,elu,6,32,cos,sum,softplus,2;79.0;0.7020000000000001;0.701
const,sum,elu,6,32,gat,mlp,relu6,8;10.0;0.4320000000000001;0.435
const,sum,elu,6,32,gat,sum,elu,4;19.0;0.6779999999999999;0.696
const,sum,elu,6,32,gat_sym,sum,tanh,16;123.0;0.698;0.713
const,sum,elu,6,32,gcn,sum,leaky_relu,4;42.0;0.68;0.696
const,sum,elu,6,32,generalized_linear,max,linear,4;79.0;0.6559999999999999;0.6779999999999999
const,sum,elu,6,32,generalized_linear,sum,elu,6;19.0;0.6940000000000001;0.6940000000000001
const,sum,elu,6,4,cos,sum,linear,1;123.0;0.6859999999999999;0.6990000000000001
const,sum,elu,6,64,gat,sum,linear,6;19.0;0.6940000000000001;0.6970000000000001
const,sum,elu,6,64,gcn,mlp,leaky_relu,16;123.0;0.644;0.652
const,sum,elu,6,64,generalized_linear,sum,linear,1;42.0;0.664;0.7040000000000001
const,sum,elu,6,64,generalized_linear,sum,sigmoid,1;79.0;0.698;0.711
const,sum,elu,6,64,generalized_linear,sum,softplus,6;42.0;0.688;0.69
const,sum,elu,6,64,linear,mean,softplus,4;19.0;0.5820000000000001;0.594
const,sum,elu,6,8,const,sum,elu,6;19.0;0.6659999999999999;0.6759999999999999
const,sum,elu,6,8,const,sum,relu,4;42.0;0.6920000000000001;0.695
const,sum,elu,6,8,cos,mlp,sigmoid,8;79.0;0.324;0.377
const,sum,elu,6,8,gat,sum,elu,6;19.0;0.682;0.6970000000000001
const,sum,elu,6,8,gat,sum,softplus,6;79.0;0.684;0.691
const,sum,elu,6,8,linear,sum,tanh,6;10.0;0.698;0.7170000000000001
const,sum,elu,8,16,generalized_linear,max,relu6,16;10.0;0.49;0.5329999999999999
const,sum,elu,8,16,linear,sum,linear,1;42.0;0.69;0.7
const,sum,elu,8,256,gat_sym,sum,linear,6;42.0;0.69;0.7
const,sum,elu,8,256,gat_sym,sum,tanh,8;123.0;0.696;0.7170000000000001
const,sum,elu,8,32,gat_sym,sum,elu,4;123.0;0.6779999999999999;0.703
const,sum,elu,8,32,generalized_linear,max,tanh,6;79.0;0.438;0.488
const,sum,elu,8,32,generalized_linear,sum,tanh,2;10.0;0.6859999999999999;0.711
const,sum,elu,8,4,const,sum,leaky_relu,4;42.0;0.672;0.6990000000000001
const,sum,elu,8,8,gat,max,relu,16;79.0;0.232;0.181
const,sum,leaky_relu,1,128,gat,sum,elu,1;123.0;0.71;0.705
const,sum,leaky_relu,1,16,cos,mean,relu6,4;19.0;0.21600000000000005;0.263
const,sum,leaky_relu,1,16,gat,sum,tanh,1;19.0;0.68;0.705
const,sum,leaky_relu,1,16,gcn,sum,relu,1;42.0;0.5579999999999999;0.535
const,sum,leaky_relu,1,16,generalized_linear,mlp,elu,4;123.0;0.528;0.5489999999999999
const,sum,leaky_relu,1,16,linear,sum,elu,1;10.0;0.684;0.7120000000000001
const,sum,leaky_relu,1,16,linear,sum,relu,6;79.0;0.5660000000000001;0.597
const,sum,leaky_relu,1,256,generalized_linear,mean,tanh,8;79.0;0.466;0.5579999999999999
const,sum,leaky_relu,1,256,linear,sum,tanh,6;10.0;0.6920000000000001;0.72
const,sum,leaky_relu,1,32,generalized_linear,sum,leaky_relu,1;10.0;0.6859999999999999;0.705
const,sum,leaky_relu,1,4,gat,mean,relu6,2;10.0;0.228;0.227
const,sum,leaky_relu,1,64,gat,sum,tanh,2;123.0;0.7;0.7140000000000001
const,sum,leaky_relu,1,8,gat,sum,softplus,4;79.0;0.64;0.677
const,sum,leaky_relu,16,128,const,sum,elu,1;123.0;0.682;0.7
const,sum,leaky_relu,16,128,gcn,sum,leaky_relu,8;123.0;0.68;0.7020000000000001
const,sum,leaky_relu,16,128,gcn,sum,sigmoid,1;10.0;0.698;0.703
const,sum,leaky_relu,16,128,generalized_linear,sum,softplus,1;42.0;0.6779999999999999;0.701
const,sum,leaky_relu,16,16,gat,sum,leaky_relu,4;42.0;0.6920000000000001;0.7040000000000001
const,sum,leaky_relu,16,16,gat,sum,softplus,4;42.0;0.696;0.6970000000000001
const,sum,leaky_relu,16,16,gat_sym,mlp,linear,16;10.0;0.502;0.465
const,sum,leaky_relu,16,256,const,sum,elu,1;19.0;0.6920000000000001;0.6859999999999999
