arch;seed;val_score;test_score
gat_sym,mean,relu,6,128,cos,mlp,elu,8;42.0;0.326;0.325
gat_sym,mean,relu,6,128,linear,max,sigmoid,4;123.0;0.2;0.275
gat_sym,mean,relu,6,16,const,mlp,leaky_relu,8;10.0;0.24;0.251
gat_sym,mean,relu,6,16,const,mlp,linear,4;42.0;0.6679999999999999;0.6509999999999999
gat_sym,mean,relu,6,16,cos,sum,sigmoid,4;10.0;0.172;0.231
gat_sym,mean,relu,6,256,const,sum,tanh,1;42.0;0.684;0.6990000000000001
gat_sym,mean,relu,6,256,gat,mean,elu,6;123.0;0.304;0.297
gat_sym,mean,relu,6,4,gat,sum,tanh,1;19.0;0.66;0.696
gat_sym,mean,relu,6,4,gcn,mean,linear,16;10.0;0.27;0.276
gat_sym,mean,relu,8,128,generalized_linear,max,softplus,1;123.0;0.266;0.27
gat_sym,mean,relu,8,256,gcn,mlp,sigmoid,2;10.0;0.408;0.416
gat_sym,mean,relu,8,32,generalized_linear,mlp,relu,16;42.0;0.35600000000000004;0.339
gat_sym,mean,relu,8,4,const,max,leaky_relu,6;19.0;0.5479999999999999;0.525
gat_sym,mean,relu,8,4,generalized_linear,mlp,elu,16;123.0;0.322;0.336
gat_sym,mean,relu,8,64,gcn,sum,sigmoid,6;19.0;0.218;0.181
gat_sym,mean,relu,8,8,gcn,mlp,sigmoid,4;42.0;0.264;0.289
gat_sym,mean,relu6,1,128,cos,max,sigmoid,8;42.0;0.212;0.231
gat_sym,mean,relu6,1,128,linear,sum,relu,1;42.0;0.67;0.636
gat_sym,mean,relu6,1,16,const,mlp,relu6,16;79.0;0.24;0.251
gat_sym,mean,relu6,1,16,cos,sum,elu,2;19.0;0.34600000000000003;0.378
gat_sym,mean,relu6,1,16,generalized_linear,sum,linear,16;123.0;0.294;0.307
gat_sym,mean,relu6,1,32,const,max,elu,2;79.0;0.278;0.29600000000000004
gat_sym,mean,relu6,1,32,gat,mean,relu6,2;10.0;0.17;0.182
gat_sym,mean,relu6,1,32,gat_sym,sum,tanh,2;42.0;0.594;0.593
gat_sym,mean,relu6,1,4,const,mean,softplus,4;10.0;0.188;0.16899999999999998
gat_sym,mean,relu6,1,64,gat,mlp,relu6,4;10.0;0.26;0.363
gat_sym,mean,relu6,1,8,gat,sum,leaky_relu,6;19.0;0.232;0.204
gat_sym,mean,relu6,1,8,generalized_linear,max,tanh,1;42.0;0.318;0.348
gat_sym,mean,relu6,1,8,generalized_linear,mean,tanh,4;10.0;0.322;0.331
gat_sym,mean,relu6,16,16,cos,mlp,leaky_relu,4;123.0;0.342;0.339
gat_sym,mean,relu6,16,16,generalized_linear,max,tanh,16;42.0;0.196;0.232
gat_sym,mean,relu6,16,256,linear,mlp,relu,16;79.0;0.214;0.275
gat_sym,mean,relu6,16,256,linear,sum,tanh,2;10.0;0.688;0.687
gat_sym,mean,relu6,16,32,cos,sum,softplus,4;10.0;0.26;0.202
gat_sym,mean,relu6,16,64,gat,mean,sigmoid,6;79.0;0.25;0.261
gat_sym,mean,relu6,16,64,linear,mlp,relu,8;10.0;0.058;0.077
gat_sym,mean,relu6,2,128,gat_sym,sum,relu,8;19.0;0.2;0.199
gat_sym,mean,relu6,2,32,const,mlp,elu,1;19.0;0.586;0.611
gat_sym,mean,relu6,2,32,gat,sum,softplus,2;79.0;0.504;0.49
gat_sym,mean,relu6,2,32,gcn,max,relu6,2;79.0;0.258;0.32
gat_sym,mean,relu6,2,64,const,sum,linear,2;10.0;0.69;0.6970000000000001
gat_sym,mean,relu6,4,128,generalized_linear,mlp,linear,6;10.0;0.344;0.329
gat_sym,mean,relu6,4,32,gat_sym,sum,elu,1;79.0;0.674;0.695
gat_sym,mean,relu6,4,64,const,max,tanh,8;19.0;0.378;0.362
gat_sym,mean,relu6,4,64,gat_sym,max,linear,16;123.0;0.236;0.25
gat_sym,mean,relu6,4,64,generalized_linear,sum,elu,2;42.0;0.69;0.679
gat_sym,mean,relu6,4,8,cos,mlp,elu,2;79.0;0.606;0.595
gat_sym,mean,relu6,4,8,gcn,sum,tanh,1;123.0;0.682;0.6890000000000001
gat_sym,mean,relu6,6,128,const,mlp,relu,16;123.0;0.232;0.181
gat_sym,mean,relu6,6,16,gat_sym,sum,elu,1;79.0;0.696;0.693
gat_sym,mean,relu6,6,32,cos,mlp,linear,8;19.0;0.338;0.335
gat_sym,mean,relu6,6,32,gcn,mean,sigmoid,1;79.0;0.304;0.305
gat_sym,mean,relu6,6,32,linear,max,tanh,6;42.0;0.21600000000000005;0.287
gat_sym,mean,relu6,6,32,linear,mlp,elu,6;79.0;0.63;0.615
gat_sym,mean,relu6,6,4,const,mlp,relu6,16;42.0;0.204;0.193
gat_sym,mean,relu6,6,8,cos,max,elu,1;123.0;0.5579999999999999;0.574
gat_sym,mean,relu6,8,128,gat,max,tanh,8;123.0;0.208;0.231
gat_sym,mean,relu6,8,16,gat,sum,relu,2;10.0;0.674;0.642
gat_sym,mean,relu6,8,16,linear,mean,elu,8;42.0;0.292;0.293
gat_sym,mean,relu6,8,256,linear,mean,linear,8;123.0;0.262;0.268
gat_sym,mean,relu6,8,32,const,sum,sigmoid,1;123.0;0.7140000000000001;0.7120000000000001
gat_sym,mean,relu6,8,4,const,mlp,sigmoid,6;123.0;0.232;0.181
gat_sym,mean,relu6,8,64,gat,max,relu6,8;10.0;0.208;0.184
gat_sym,mean,relu6,8,8,gat_sym,mean,sigmoid,1;19.0;0.254;0.278
gat_sym,mean,relu6,8,8,gcn,max,sigmoid,2;79.0;0.23;0.278
gat_sym,mean,sigmoid,1,128,gat,sum,relu6,6;42.0;0.188;0.16899999999999998
gat_sym,mean,sigmoid,1,16,gcn,max,relu,6;19.0;0.268;0.273
gat_sym,mean,sigmoid,1,16,linear,mlp,sigmoid,4;42.0;0.294;0.277
gat_sym,mean,sigmoid,1,256,gat,mean,linear,8;42.0;0.276;0.275
gat_sym,mean,sigmoid,1,32,cos,mean,elu,2;10.0;0.258;0.272
gat_sym,mean,sigmoid,1,4,gat_sym,mean,elu,8;42.0;0.272;0.26
gat_sym,mean,sigmoid,1,4,gcn,sum,linear,4;79.0;0.264;0.21600000000000005
gat_sym,mean,sigmoid,1,4,gcn,sum,sigmoid,8;79.0;0.22;0.182
gat_sym,mean,sigmoid,1,64,generalized_linear,sum,leaky_relu,1;79.0;0.212;0.231
gat_sym,mean,sigmoid,16,16,generalized_linear,max,sigmoid,8;10.0;0.198;0.248
gat_sym,mean,sigmoid,16,256,const,sum,tanh,6;10.0;0.058;0.077
gat_sym,mean,sigmoid,16,32,const,max,relu,1;10.0;0.188;0.182
gat_sym,mean,sigmoid,16,64,gat,max,elu,1;10.0;0.22;0.261
gat_sym,mean,sigmoid,16,64,linear,mlp,relu,4;123.0;0.21;0.227
gat_sym,mean,sigmoid,16,8,cos,max,tanh,8;79.0;0.204;0.206
gat_sym,mean,sigmoid,2,16,gat,sum,linear,8;123.0;0.162;0.194
gat_sym,mean,sigmoid,2,16,gcn,mean,sigmoid,16;79.0;0.232;0.274
gat_sym,mean,sigmoid,2,16,generalized_linear,sum,elu,2;123.0;0.252;0.23
gat_sym,mean,sigmoid,2,256,linear,max,sigmoid,1;123.0;0.244;0.282
gat_sym,mean,sigmoid,2,256,linear,mlp,relu,8;42.0;0.282;0.273
gat_sym,mean,sigmoid,2,32,gcn,sum,elu,6;10.0;0.262;0.221
gat_sym,mean,sigmoid,4,16,const,sum,elu,16;42.0;0.232;0.181
gat_sym,mean,sigmoid,4,16,linear,mean,relu,8;10.0;0.21;0.231
gat_sym,mean,sigmoid,4,256,gcn,mlp,sigmoid,6;123.0;0.23;0.231
gat_sym,mean,sigmoid,4,32,gat,mean,elu,1;19.0;0.262;0.274
gat_sym,mean,sigmoid,4,32,linear,max,relu,8;10.0;0.21;0.259
gat_sym,mean,sigmoid,4,32,linear,mlp,linear,6;123.0;0.262;0.264
gat_sym,mean,sigmoid,4,4,gat_sym,mlp,leaky_relu,2;42.0;0.24;0.22
gat_sym,mean,sigmoid,4,64,gcn,mean,elu,8;79.0;0.28;0.263
gat_sym,mean,sigmoid,4,64,generalized_linear,mlp,relu,1;79.0;0.19;0.182
gat_sym,mean,sigmoid,4,8,gat_sym,max,softplus,1;123.0;0.21;0.309
gat_sym,mean,sigmoid,6,16,generalized_linear,sum,elu,1;79.0;0.212;0.231
gat_sym,mean,sigmoid,6,256,const,max,tanh,2;79.0;0.058;0.077
gat_sym,mean,sigmoid,6,256,cos,mlp,elu,16;79.0;0.264;0.273
gat_sym,mean,sigmoid,6,32,cos,sum,elu,6;10.0;0.232;0.182
gat_sym,mean,sigmoid,6,4,generalized_linear,max,softplus,8;79.0;0.202;0.239
gat_sym,mean,sigmoid,6,4,generalized_linear,mlp,relu6,2;123.0;0.158;0.188
gat_sym,mean,sigmoid,6,8,gat,max,relu6,16;123.0;0.2;0.244
gat_sym,mean,sigmoid,8,128,cos,max,relu6,6;19.0;0.208;0.229
gat_sym,mean,sigmoid,8,128,gat_sym,mlp,sigmoid,6;42.0;0.25;0.279
gat_sym,mean,sigmoid,8,16,cos,mlp,leaky_relu,16;79.0;0.24;0.274
gat_sym,mean,sigmoid,8,16,gat_sym,max,softplus,16;19.0;0.206;0.277
gat_sym,mean,sigmoid,8,16,gat_sym,mean,tanh,16;123.0;0.224;0.278
gat_sym,mean,sigmoid,8,32,gat_sym,mlp,sigmoid,16;79.0;0.248;0.282
gat_sym,mean,sigmoid,8,32,linear,mean,linear,2;19.0;0.262;0.281
gat_sym,mean,sigmoid,8,4,gat,max,sigmoid,6;42.0;0.212;0.234
gat_sym,mean,sigmoid,8,4,gat,mlp,tanh,16;123.0;0.268;0.264
gat_sym,mean,sigmoid,8,4,gcn,mlp,leaky_relu,8;79.0;0.21600000000000005;0.208
gat_sym,mean,sigmoid,8,64,linear,sum,elu,2;10.0;0.232;0.231
gat_sym,mean,sigmoid,8,8,const,mean,softplus,8;123.0;0.188;0.182
gat_sym,mean,sigmoid,8,8,linear,max,leaky_relu,1;79.0;0.248;0.26
gat_sym,mean,softplus,1,128,const,max,elu,6;79.0;0.212;0.231
gat_sym,mean,softplus,1,128,gat,max,relu,4;10.0;0.058;0.172
gat_sym,mean,softplus,1,16,const,sum,elu,1;10.0;0.232;0.181
gat_sym,mean,softplus,1,16,gat_sym,mlp,relu,8;10.0;0.19;0.253
gat_sym,mean,softplus,1,256,const,mean,leaky_relu,2;123.0;0.232;0.182
gat_sym,mean,softplus,1,256,const,mlp,leaky_relu,4;42.0;0.232;0.231
gat_sym,mean,softplus,1,256,generalized_linear,sum,relu6,4;79.0;0.058;0.16
gat_sym,mean,softplus,1,32,const,sum,tanh,16;10.0;0.232;0.184
gat_sym,mean,softplus,1,32,gcn,mean,relu6,4;123.0;0.16399999999999998;0.231
gat_sym,mean,softplus,1,8,gat,mean,tanh,4;19.0;0.28;0.274
gat_sym,mean,softplus,16,128,linear,sum,relu6,1;79.0;0.058;0.231
gat_sym,mean,softplus,16,16,gcn,mlp,softplus,8;123.0;0.224;0.202
gat_sym,mean,softplus,16,16,linear,mlp,tanh,1;42.0;0.27;0.28300000000000003
gat_sym,mean,softplus,16,256,gat_sym,mean,linear,16;123.0;0.262;0.261
gat_sym,mean,softplus,16,32,gat,mlp,elu,1;10.0;0.238;0.251
gat_sym,mean,softplus,16,32,linear,mean,sigmoid,4;79.0;0.29;0.277
gat_sym,mean,softplus,16,8,gat,mlp,linear,8;42.0;0.256;0.274
gat_sym,mean,softplus,2,16,gcn,sum,elu,1;19.0;0.188;0.16899999999999998
gat_sym,mean,softplus,2,256,const,max,softplus,4;10.0;0.212;0.231
gat_sym,mean,softplus,2,256,const,mlp,tanh,8;10.0;0.192;0.185
gat_sym,mean,softplus,2,256,const,sum,tanh,6;79.0;0.056;0.246
gat_sym,mean,softplus,2,256,generalized_linear,max,tanh,1;10.0;0.19;0.233
gat_sym,mean,softplus,2,8,linear,sum,elu,2;79.0;0.188;0.181
gat_sym,mean,softplus,4,16,linear,sum,softplus,4;19.0;0.222;0.231
gat_sym,mean,softplus,4,256,const,sum,elu,16;10.0;0.228;0.181
gat_sym,mean,softplus,4,4,const,sum,tanh,1;42.0;0.652;0.6459999999999999
gat_sym,mean,softplus,4,4,generalized_linear,mean,linear,16;79.0;0.268;0.261
gat_sym,mean,softplus,4,64,const,sum,softplus,8;42.0;0.212;0.231
gat_sym,mean,softplus,4,64,gcn,mlp,leaky_relu,2;10.0;0.258;0.277
gat_sym,mean,softplus,4,8,gat_sym,sum,tanh,6;19.0;0.196;0.171
gat_sym,mean,softplus,6,128,gat_sym,mean,linear,16;123.0;0.264;0.275
gat_sym,mean,softplus,6,16,generalized_linear,mlp,relu,8;19.0;0.23;0.221
gat_sym,mean,softplus,6,16,linear,mlp,tanh,1;10.0;0.218;0.241
gat_sym,mean,softplus,6,256,gcn,sum,relu6,1;19.0;0.058;0.231
gat_sym,mean,softplus,6,256,generalized_linear,mean,relu6,8;10.0;0.058;0.16
gat_sym,mean,softplus,6,256,linear,mlp,leaky_relu,8;19.0;0.212;0.231
gat_sym,mean,softplus,6,32,const,sum,sigmoid,16;10.0;0.232;0.181
gat_sym,mean,softplus,6,32,linear,max,softplus,8;123.0;0.238;0.264
gat_sym,mean,softplus,6,4,const,sum,tanh,1;42.0;0.682;0.69
gat_sym,mean,softplus,6,4,gat_sym,max,sigmoid,6;123.0;0.202;0.241
gat_sym,mean,softplus,6,64,gat,mlp,linear,6;123.0;0.28;0.269
gat_sym,mean,softplus,6,64,gat,sum,tanh,16;79.0;0.232;0.231
gat_sym,mean,softplus,6,64,gat_sym,sum,relu6,1;10.0;0.058;0.077
gat_sym,mean,softplus,6,64,gcn,mean,softplus,1;79.0;0.26;0.269
gat_sym,mean,softplus,6,64,linear,sum,tanh,8;79.0;0.232;0.181
gat_sym,mean,softplus,6,8,gat,mlp,elu,6;123.0;0.282;0.27
gat_sym,mean,softplus,8,16,cos,mlp,relu6,16;123.0;0.28;0.274
gat_sym,mean,softplus,8,256,cos,sum,leaky_relu,16;42.0;0.058;0.231
gat_sym,mean,softplus,8,4,cos,mlp,tanh,1;42.0;0.266;0.257
gat_sym,mean,softplus,8,4,gcn,sum,elu,16;10.0;0.258;0.223
gat_sym,mean,softplus,8,4,generalized_linear,mean,linear,1;79.0;0.284;0.274
gat_sym,mean,softplus,8,8,gcn,mean,tanh,6;123.0;0.262;0.269
gat_sym,mean,tanh,1,128,gat_sym,mlp,elu,16;123.0;0.33;0.317
gat_sym,mean,tanh,1,128,gat_sym,sum,linear,1;42.0;0.664;0.667
gat_sym,mean,tanh,1,128,gcn,mean,relu,1;79.0;0.302;0.334
gat_sym,mean,tanh,1,128,generalized_linear,sum,linear,1;19.0;0.6920000000000001;0.6809999999999999
gat_sym,mean,tanh,1,128,linear,sum,relu6,2;10.0;0.634;0.623
gat_sym,mean,tanh,1,16,const,mean,sigmoid,16;42.0;0.212;0.231
gat_sym,mean,tanh,1,16,const,sum,relu,1;42.0;0.7020000000000001;0.7
gat_sym,mean,tanh,1,16,generalized_linear,mean,elu,6;123.0;0.33;0.298
gat_sym,mean,tanh,1,256,gat_sym,sum,linear,16;123.0;0.546;0.4970000000000001
gat_sym,mean,tanh,1,256,gcn,sum,elu,1;10.0;0.628;0.635
gat_sym,mean,tanh,1,32,gat_sym,sum,softplus,4;123.0;0.608;0.564
gat_sym,mean,tanh,1,64,const,sum,tanh,4;19.0;0.688;0.677
gat_sym,mean,tanh,1,64,cos,sum,tanh,4;79.0;0.5379999999999999;0.512
gat_sym,mean,tanh,1,8,gcn,sum,elu,1;123.0;0.5379999999999999;0.5529999999999999
gat_sym,mean,tanh,16,128,const,mean,relu,1;79.0;0.232;0.181
gat_sym,mean,tanh,16,128,cos,mlp,tanh,6;10.0;0.35200000000000004;0.394
gat_sym,mean,tanh,16,128,gat,max,elu,2;42.0;0.23;0.261
gat_sym,mean,tanh,16,16,generalized_linear,max,softplus,16;123.0;0.21;0.28
gat_sym,mean,tanh,16,256,cos,max,elu,2;42.0;0.224;0.28600000000000003
gat_sym,mean,tanh,16,256,cos,max,relu6,2;42.0;0.212;0.208
gat_sym,mean,tanh,16,256,gat,mlp,tanh,2;19.0;0.292;0.28
gat_sym,mean,tanh,16,256,gat,sum,tanh,2;19.0;0.695;0.6819999999999999
gat_sym,mean,tanh,16,256,linear,sum,tanh,2;19.0;0.6913333333333332;0.691
gat_sym,mean,tanh,16,32,linear,mlp,elu,6;10.0;0.334;0.35100000000000003
gat_sym,mean,tanh,16,64,linear,mlp,relu6,16;42.0;0.084;0.171
gat_sym,mean,tanh,2,128,const,mlp,linear,2;79.0;0.324;0.335
gat_sym,mean,tanh,2,128,cos,mlp,sigmoid,8;123.0;0.246;0.339
gat_sym,mean,tanh,2,128,gcn,max,sigmoid,6;42.0;0.30300000000000005;0.293
gat_sym,mean,tanh,2,128,linear,sum,elu,4;19.0;0.642;0.63
gat_sym,mean,tanh,2,16,const,mlp,elu,2;10.0;0.534;0.552
gat_sym,mean,tanh,2,256,linear,sum,elu,6;19.0;0.644;0.6579999999999999
gat_sym,mean,tanh,2,32,cos,sum,elu,1;123.0;0.6559999999999999;0.67
gat_sym,mean,tanh,2,4,const,sum,linear,6;123.0;0.606;0.644
gat_sym,mean,tanh,2,8,generalized_linear,sum,elu,16;123.0;0.518;0.556
gat_sym,mean,tanh,4,128,gat_sym,mean,linear,8;79.0;0.276;0.271
gat_sym,mean,tanh,4,128,generalized_linear,mlp,leaky_relu,4;79.0;0.308;0.28
gat_sym,mean,tanh,4,16,const,mlp,tanh,8;79.0;0.52;0.491
gat_sym,mean,tanh,4,16,generalized_linear,mean,elu,8;10.0;0.3;0.28300000000000003
gat_sym,mean,tanh,4,32,cos,sum,tanh,4;79.0;0.698;0.6990000000000001
gat_sym,mean,tanh,4,4,const,mean,relu6,8;123.0;0.172;0.231
gat_sym,mean,tanh,4,64,const,mean,leaky_relu,4;10.0;0.232;0.231
gat_sym,mean,tanh,4,64,const,mlp,relu,8;123.0;0.232;0.181
gat_sym,mean,tanh,4,64,generalized_linear,max,sigmoid,2;42.0;0.244;0.236
gat_sym,mean,tanh,6,16,linear,max,tanh,1;10.0;0.53;0.508
gat_sym,mean,tanh,6,32,cos,max,leaky_relu,1;19.0;0.238;0.246
gat_sym,mean,tanh,6,32,cos,sum,linear,4;123.0;0.688;0.665
gat_sym,mean,tanh,6,32,gat,sum,linear,1;123.0;0.6779999999999999;0.685
gat_sym,mean,tanh,6,32,gcn,mean,relu6,8;19.0;0.238;0.241
gat_sym,mean,tanh,6,4,gat,mlp,elu,8;10.0;0.514;0.53
gat_sym,mean,tanh,6,64,const,mean,softplus,2;42.0;0.232;0.208
gat_sym,mean,tanh,6,64,const,mlp,softplus,6;79.0;0.604;0.625
gat_sym,mean,tanh,8,128,const,max,leaky_relu,8;10.0;0.172;0.231
gat_sym,mean,tanh,8,16,gat,mlp,elu,1;19.0;0.638;0.62
gat_sym,mean,tanh,8,16,gcn,sum,sigmoid,4;10.0;0.214;0.18600000000000005
gat_sym,mean,tanh,8,16,linear,mlp,elu,8;19.0;0.306;0.35700000000000004
gat_sym,mean,tanh,8,256,cos,max,softplus,4;19.0;0.24;0.278
gat_sym,mean,tanh,8,256,gat_sym,sum,relu,16;19.0;0.236;0.17800000000000002
gat_sym,mean,tanh,8,256,linear,sum,tanh,2;19.0;0.674;0.685
gat_sym,mean,tanh,8,32,gat,sum,sigmoid,8;79.0;0.14;0.18600000000000005
gat_sym,mean,tanh,8,32,generalized_linear,sum,tanh,4;42.0;0.684;0.687
gat_sym,mean,tanh,8,32,linear,mean,relu6,6;19.0;0.256;0.267
gat_sym,mean,tanh,8,4,const,max,softplus,2;79.0;0.578;0.581
gat_sym,mean,tanh,8,64,const,sum,tanh,6;19.0;0.696;0.698
gat_sym,mean,tanh,8,8,gat_sym,max,sigmoid,6;42.0;0.246;0.243
gat_sym,mlp,elu,1,128,const,sum,linear,6;10.0;0.6559999999999999;0.6679999999999999
gat_sym,mlp,elu,1,128,gat,sum,relu,1;10.0;0.632;0.615
gat_sym,mlp,elu,1,128,generalized_linear,sum,elu,1;79.0;0.688;0.6890000000000001
gat_sym,mlp,elu,1,16,const,sum,tanh,1;42.0;0.542;0.568
gat_sym,mlp,elu,1,16,gat,mean,elu,1;10.0;0.52;0.522
gat_sym,mlp,elu,1,16,linear,max,linear,6;79.0;0.21;0.229
gat_sym,mlp,elu,1,256,gat,mean,linear,1;123.0;0.482;0.506
gat_sym,mlp,elu,1,256,gat,mlp,relu,2;42.0;0.54;0.57
gat_sym,mlp,elu,1,256,generalized_linear,mean,elu,2;10.0;0.462;0.507
gat_sym,mlp,elu,1,256,linear,sum,elu,6;19.0;0.67;0.6859999999999999
gat_sym,mlp,elu,1,32,gat_sym,mlp,softplus,8;10.0;0.304;0.303
gat_sym,mlp,elu,1,32,generalized_linear,sum,elu,2;10.0;0.708;0.684
gat_sym,mlp,elu,1,4,cos,mlp,linear,6;19.0;0.39;0.38
gat_sym,mlp,elu,1,64,gat_sym,mean,sigmoid,16;42.0;0.138;0.16
gat_sym,mlp,elu,1,64,gat_sym,mlp,tanh,2;79.0;0.514;0.593
gat_sym,mlp,elu,1,8,cos,max,leaky_relu,8;79.0;0.276;0.33
gat_sym,mlp,elu,1,8,gat,sum,elu,4;19.0;0.584;0.602
gat_sym,mlp,elu,1,8,gat_sym,sum,linear,1;42.0;0.65;0.65
gat_sym,mlp,elu,16,128,cos,max,linear,4;123.0;0.5;0.541
gat_sym,mlp,elu,16,128,linear,sum,tanh,1;79.0;0.7020000000000001;0.71
gat_sym,mlp,elu,16,16,gat,mlp,relu6,8;123.0;0.5579999999999999;0.568
gat_sym,mlp,elu,16,16,gat,sum,sigmoid,6;10.0;0.7;0.7090000000000001
gat_sym,mlp,elu,16,16,gcn,sum,tanh,1;10.0;0.6779999999999999;0.711
gat_sym,mlp,elu,16,256,cos,max,leaky_relu,1;79.0;0.616;0.62
gat_sym,mlp,elu,16,256,gat,max,elu,1;19.0;0.636;0.6659999999999999
gat_sym,mlp,elu,16,256,gat_sym,sum,tanh,4;123.0;0.684;0.701
gat_sym,mlp,elu,16,256,gcn,sum,tanh,1;10.0;0.684;0.698
gat_sym,mlp,elu,16,256,linear,sum,linear,1;10.0;0.68;0.688
gat_sym,mlp,elu,16,32,const,sum,linear,6;19.0;0.7140000000000001;0.708
gat_sym,mlp,elu,16,4,const,mlp,linear,8;19.0;0.5579999999999999;0.57
gat_sym,mlp,elu,16,4,gat_sym,sum,linear,4;123.0;0.71;0.71
gat_sym,mlp,elu,16,8,linear,sum,tanh,1;10.0;0.708;0.735
gat_sym,mlp,elu,2,128,cos,mlp,sigmoid,2;123.0;0.354;0.4370000000000001
gat_sym,mlp,elu,2,128,gat_sym,sum,elu,4;66.5;0.676;0.684
gat_sym,mlp,elu,2,128,gat_sym,sum,sigmoid,4;123.0;0.682;0.691
gat_sym,mlp,elu,2,128,linear,sum,linear,16;42.0;0.7020000000000001;0.6779999999999999
gat_sym,mlp,elu,2,16,gat_sym,sum,leaky_relu,6;42.0;0.536;0.5529999999999999
gat_sym,mlp,elu,2,256,const,sum,elu,4;19.0;0.68;0.675
gat_sym,mlp,elu,2,256,gat,mlp,tanh,6;19.0;0.494;0.528
gat_sym,mlp,elu,2,256,gat,sum,relu,2;123.0;0.6920000000000001;0.682
gat_sym,mlp,elu,2,256,gat_sym,max,tanh,2;79.0;0.616;0.634
gat_sym,mlp,elu,2,256,linear,sum,elu,1;19.0;0.684;0.698
gat_sym,mlp,elu,2,32,const,sum,relu6,16;79.0;0.654;0.665
gat_sym,mlp,elu,2,32,gat_sym,sum,linear,2;123.0;0.69;0.701
gat_sym,mlp,elu,2,32,generalized_linear,mean,elu,1;79.0;0.506;0.467
gat_sym,mlp,elu,2,32,linear,sum,elu,4;123.0;0.672;0.682
gat_sym,mlp,elu,2,4,const,mean,linear,2;19.0;0.32;0.337
gat_sym,mlp,elu,2,4,const,mlp,elu,4;42.0;0.306;0.321
gat_sym,mlp,elu,2,4,gat_sym,mean,elu,2;79.0;0.404;0.438
gat_sym,mlp,elu,2,64,gat,sum,elu,4;10.0;0.66;0.691
gat_sym,mlp,elu,2,64,generalized_linear,max,elu,4;19.0;0.518;0.531
gat_sym,mlp,elu,2,8,cos,sum,linear,1;19.0;0.706;0.6970000000000001
gat_sym,mlp,elu,2,8,linear,max,sigmoid,6;123.0;0.232;0.181
gat_sym,mlp,elu,4,16,const,sum,elu,4;79.0;0.67;0.68
gat_sym,mlp,elu,4,16,gat_sym,sum,elu,1;123.0;0.684;0.6940000000000001
gat_sym,mlp,elu,4,16,linear,sum,elu,2;79.0;0.67;0.667
gat_sym,mlp,elu,4,16,linear,sum,linear,4;79.0;0.6759999999999999;0.6920000000000001
gat_sym,mlp,elu,4,256,const,sum,linear,1;19.0;0.6940000000000001;0.693
gat_sym,mlp,elu,4,256,cos,mean,leaky_relu,4;42.0;0.058;0.179
gat_sym,mlp,elu,4,32,const,sum,elu,8;19.0;0.6759999999999999;0.67
gat_sym,mlp,elu,4,32,gat,sum,elu,16;42.0;0.64;0.659
gat_sym,mlp,elu,4,32,gat,sum,elu,6;123.0;0.69;0.7290000000000001
gat_sym,mlp,elu,4,32,gat,sum,tanh,6;123.0;0.7040000000000001;0.6990000000000001
gat_sym,mlp,elu,4,4,generalized_linear,sum,linear,1;42.0;0.7;0.6970000000000001
gat_sym,mlp,elu,4,4,linear,sum,relu,2;79.0;0.67;0.684
gat_sym,mlp,elu,4,64,cos,sum,softplus,4;10.0;0.664;0.67
gat_sym,mlp,elu,4,64,gat,sum,linear,1;42.0;0.6940000000000001;0.6990000000000001
gat_sym,mlp,elu,6,128,gat,mlp,softplus,4;42.0;0.614;0.612
gat_sym,mlp,elu,6,128,gat_sym,mlp,elu,6;19.0;0.43;0.473
gat_sym,mlp,elu,6,16,const,sum,leaky_relu,1;19.0;0.35600000000000004;0.354
gat_sym,mlp,elu,6,256,gat_sym,mlp,linear,6;79.0;0.6559999999999999;0.608
gat_sym,mlp,elu,6,32,const,sum,elu,16;10.0;0.6679999999999999;0.69
gat_sym,mlp,elu,6,32,gcn,sum,relu6,4;79.0;0.652;0.67
gat_sym,mlp,elu,6,4,const,mlp,elu,8;19.0;0.516;0.506
gat_sym,mlp,elu,6,4,generalized_linear,max,softplus,8;79.0;0.628;0.624
gat_sym,mlp,elu,6,4,generalized_linear,mean,leaky_relu,2;10.0;0.242;0.289
gat_sym,mlp,elu,6,4,linear,mlp,relu6,16;123.0;0.07200000000000001;0.231
gat_sym,mlp,elu,6,64,gat,sum,linear,6;19.0;0.68;0.685
gat_sym,mlp,elu,6,64,gat_sym,max,tanh,6;19.0;0.308;0.379
gat_sym,mlp,elu,6,64,linear,sum,elu,2;19.0;0.698;0.698
gat_sym,mlp,elu,8,128,gat,sum,elu,6;79.0;0.6659999999999999;0.685
gat_sym,mlp,elu,8,16,cos,max,elu,2;123.0;0.632;0.632
gat_sym,mlp,elu,8,16,cos,sum,relu,6;10.0;0.664;0.657
gat_sym,mlp,elu,8,32,gat_sym,mean,linear,1;42.0;0.618;0.63
gat_sym,mlp,elu,8,32,generalized_linear,sum,linear,1;123.0;0.69;0.703
gat_sym,mlp,elu,8,32,linear,max,softplus,6;42.0;0.618;0.614
gat_sym,mlp,elu,8,4,gat_sym,mean,linear,6;79.0;0.317;0.2925
gat_sym,mlp,elu,8,4,gcn,max,relu,2;19.0;0.472;0.487
gat_sym,mlp,elu,8,64,gat_sym,max,relu6,16;42.0;0.616;0.611
gat_sym,mlp,elu,8,64,gat_sym,max,softplus,16;42.0;0.61;0.6409999999999999
