arch;seed;val_score;test_score
cos,max,relu6,16,4,const,sum,leaky_relu,16;10.0;0.768;0.7809999999999999
cos,max,relu6,16,4,cos,mlp,sigmoid,2;10.0;0.236;0.355
cos,max,relu6,16,64,const,max,elu,1;10.0;0.616;0.6609999999999999
cos,max,relu6,16,64,cos,mean,relu6,1;42.0;0.15;0.152
cos,max,relu6,16,64,gat_sym,max,softplus,16;10.0;0.32;0.35
cos,max,relu6,16,64,linear,mean,sigmoid,4;42.0;0.102;0.149
cos,max,relu6,16,8,const,mean,tanh,4;79.0;0.458;0.5539999999999999
cos,max,relu6,16,8,const,mlp,leaky_relu,16;42.0;0.65;0.669
cos,max,relu6,16,8,linear,mlp,relu,6;10.0;0.118;0.13
cos,max,relu6,2,128,gat_sym,max,linear,8;79.0;0.408;0.412
cos,max,relu6,2,128,gcn,max,softplus,8;42.0;0.588;0.586
cos,max,relu6,2,16,gat,sum,linear,8;79.0;0.528;0.5329999999999999
cos,max,relu6,2,32,cos,mean,relu6,4;42.0;0.348;0.395
cos,max,relu6,2,32,cos,sum,leaky_relu,8;10.0;0.54;0.622
cos,max,relu6,2,4,cos,sum,linear,2;19.0;0.488;0.52
cos,max,relu6,2,4,gcn,max,leaky_relu,2;79.0;0.114;0.149
cos,max,relu6,2,4,linear,max,elu,6;19.0;0.264;0.324
cos,max,relu6,2,8,gcn,sum,tanh,1;79.0;0.764;0.773
cos,max,relu6,2,8,linear,mean,sigmoid,1;79.0;0.214;0.198
cos,max,relu6,4,128,gcn,mean,elu,4;123.0;0.594;0.652
cos,max,relu6,4,16,gat_sym,mean,leaky_relu,4;79.0;0.156;0.154
cos,max,relu6,4,32,linear,max,elu,6;123.0;0.5539999999999999;0.5670000000000001
cos,max,relu6,4,4,gcn,sum,leaky_relu,2;10.0;0.7120000000000001;0.731
cos,max,relu6,4,64,gcn,mean,tanh,16;79.0;0.13;0.319
cos,max,relu6,4,8,gcn,sum,softplus,16;123.0;0.74;0.74
cos,max,relu6,4,8,generalized_linear,max,sigmoid,6;10.0;0.316;0.319
cos,max,relu6,6,128,gcn,max,softplus,16;19.0;0.486;0.501
cos,max,relu6,6,64,cos,mean,sigmoid,6;79.0;0.134;0.175
cos,max,relu6,6,64,gat_sym,mean,relu,2;42.0;0.476;0.461
cos,max,relu6,8,128,gat,sum,leaky_relu,6;79.0;0.76;0.7659999999999999
cos,max,relu6,8,16,const,mlp,linear,4;10.0;0.732;0.725
cos,max,relu6,8,16,cos,sum,softplus,1;10.0;0.778;0.78
cos,max,relu6,8,256,gat,sum,elu,16;123.0;0.768;0.79
cos,max,relu6,8,256,gcn,max,linear,2;10.0;0.748;0.713
cos,max,relu6,8,32,linear,mlp,tanh,1;123.0;0.75;0.769
cos,max,relu6,8,4,const,mlp,softplus,8;19.0;0.672;0.688
cos,max,relu6,8,4,gcn,max,elu,16;123.0;0.266;0.344
cos,max,relu6,8,4,linear,mean,leaky_relu,4;19.0;0.114;0.13
cos,max,relu6,8,64,gat,mean,relu6,16;79.0;0.156;0.14400000000000002
cos,max,relu6,8,8,cos,sum,leaky_relu,8;123.0;0.738;0.738
cos,max,relu6,8,8,gat,max,elu,16;19.0;0.44;0.41
cos,max,sigmoid,1,128,linear,sum,linear,2;19.0;0.626;0.674
cos,max,sigmoid,1,16,cos,sum,tanh,16;79.0;0.226;0.287
cos,max,sigmoid,1,256,const,sum,relu6,6;42.0;0.122;0.13
cos,max,sigmoid,1,256,gat_sym,mlp,linear,2;42.0;0.174;0.208
cos,max,sigmoid,1,4,gcn,mean,leaky_relu,8;42.0;0.162;0.149
cos,max,sigmoid,1,4,generalized_linear,sum,softplus,1;79.0;0.182;0.223
cos,max,sigmoid,1,4,linear,max,relu6,1;79.0;0.162;0.149
cos,max,sigmoid,1,64,const,sum,linear,1;123.0;0.778;0.7929999999999999
cos,max,sigmoid,1,64,gat_sym,sum,relu,2;42.0;0.162;0.149
cos,max,sigmoid,16,16,const,sum,leaky_relu,16;10.0;0.07200000000000001;0.149
cos,max,sigmoid,16,256,generalized_linear,sum,sigmoid,1;19.0;0.14400000000000002;0.14300000000000002
cos,max,sigmoid,16,32,gcn,mlp,relu,16;79.0;0.138;0.149
cos,max,sigmoid,16,4,gat_sym,sum,softplus,8;10.0;0.17600000000000002;0.203
cos,max,sigmoid,16,64,gat_sym,mean,leaky_relu,6;42.0;0.316;0.319
cos,max,sigmoid,16,8,gat_sym,mlp,sigmoid,8;10.0;0.152;0.141
cos,max,sigmoid,2,128,gat_sym,mlp,leaky_relu,1;79.0;0.162;0.258
cos,max,sigmoid,2,128,linear,sum,softplus,16;42.0;0.258;0.26
cos,max,sigmoid,2,16,gcn,mean,relu6,16;123.0;0.08;0.086
cos,max,sigmoid,2,16,generalized_linear,mean,tanh,1;79.0;0.278;0.277
cos,max,sigmoid,2,16,generalized_linear,mlp,relu,16;79.0;0.316;0.319
cos,max,sigmoid,2,16,linear,mlp,softplus,4;19.0;0.214;0.203
cos,max,sigmoid,2,32,linear,max,tanh,8;42.0;0.188;0.208
cos,max,sigmoid,2,4,gat_sym,max,linear,4;42.0;0.254;0.285
cos,max,sigmoid,2,64,cos,mlp,tanh,1;19.0;0.114;0.161
cos,max,sigmoid,2,64,generalized_linear,sum,elu,2;10.0;0.162;0.149
cos,max,sigmoid,2,64,linear,mlp,softplus,2;79.0;0.252;0.222
cos,max,sigmoid,2,8,gat,mlp,softplus,1;19.0;0.212;0.189
cos,max,sigmoid,2,8,generalized_linear,sum,sigmoid,2;19.0;0.244;0.261
cos,max,sigmoid,4,32,gat,sum,sigmoid,2;79.0;0.188;0.271
cos,max,sigmoid,4,4,const,max,tanh,4;79.0;0.316;0.319
cos,max,sigmoid,4,4,gcn,mlp,relu,6;10.0;0.158;0.155
cos,max,sigmoid,4,8,gat,sum,elu,4;10.0;0.438;0.446
cos,max,sigmoid,4,8,gcn,mlp,relu6,16;10.0;0.208;0.253
cos,max,sigmoid,6,16,gcn,mlp,leaky_relu,6;10.0;0.224;0.185
cos,max,sigmoid,6,16,generalized_linear,mean,linear,16;42.0;0.152;0.166
cos,max,sigmoid,6,4,gat_sym,sum,relu6,4;79.0;0.058;0.064
cos,max,sigmoid,6,64,cos,mean,softplus,2;79.0;0.302;0.294
cos,max,sigmoid,6,64,gcn,max,leaky_relu,1;79.0;0.18;0.302
cos,max,sigmoid,6,8,gcn,sum,elu,2;10.0;0.6920000000000001;0.735
cos,max,sigmoid,8,128,gcn,max,elu,4;79.0;0.254;0.237
cos,max,sigmoid,8,128,linear,mlp,leaky_relu,1;79.0;0.07200000000000001;0.149
cos,max,sigmoid,8,16,gat_sym,sum,relu,2;10.0;0.108;0.13
cos,max,sigmoid,8,256,generalized_linear,sum,elu,8;42.0;0.312;0.319
cos,max,sigmoid,8,4,const,mlp,tanh,6;10.0;0.316;0.319
cos,max,sigmoid,8,4,gat_sym,max,relu6,8;10.0;0.316;0.319
cos,max,sigmoid,8,4,gat_sym,max,softplus,8;19.0;0.37;0.37
cos,max,sigmoid,8,8,generalized_linear,mlp,softplus,8;42.0;0.208;0.195
cos,max,softplus,1,128,const,max,linear,16;10.0;0.316;0.319
cos,max,softplus,1,128,const,sum,tanh,16;19.0;0.312;0.318
cos,max,softplus,1,16,gcn,mlp,elu,1;19.0;0.314;0.29100000000000004
cos,max,softplus,1,32,gcn,sum,linear,1;123.0;0.738;0.759
cos,max,softplus,1,32,linear,max,sigmoid,6;42.0;0.258;0.37
cos,max,softplus,1,4,gcn,mean,leaky_relu,4;19.0;0.2;0.17
cos,max,softplus,1,4,linear,mean,sigmoid,16;19.0;0.14800000000000002;0.145
cos,max,softplus,16,16,cos,max,relu6,8;79.0;0.26;0.241
cos,max,softplus,16,16,cos,mlp,sigmoid,4;42.0;0.194;0.174
cos,max,softplus,16,16,gcn,mean,sigmoid,4;42.0;0.154;0.184
cos,max,softplus,16,16,generalized_linear,mean,leaky_relu,8;123.0;0.22;0.209
cos,max,softplus,16,256,const,max,tanh,4;42.0;0.122;0.13
cos,max,softplus,16,32,const,mean,elu,8;42.0;0.316;0.319
cos,max,softplus,16,64,const,sum,linear,1;123.0;0.764;0.768
cos,max,softplus,16,64,cos,sum,tanh,1;19.0;0.162;0.149
cos,max,softplus,16,8,const,mlp,relu6,4;10.0;0.122;0.13
cos,max,softplus,2,16,const,sum,tanh,6;42.0;0.078;0.317
cos,max,softplus,2,256,gcn,max,leaky_relu,6;10.0;0.256;0.261
cos,max,softplus,2,256,gcn,mlp,relu,4;19.0;0.124;0.14400000000000002
cos,max,softplus,2,32,gat_sym,max,sigmoid,4;79.0;0.184;0.355
cos,max,softplus,2,4,cos,max,relu,8;19.0;0.276;0.273
cos,max,softplus,2,4,cos,sum,linear,4;79.0;0.256;0.271
cos,max,softplus,2,4,gat,mean,elu,16;123.0;0.146;0.142
cos,max,softplus,2,4,generalized_linear,mean,relu6,16;42.0;0.138;0.138
cos,max,softplus,2,64,const,mean,sigmoid,1;19.0;0.316;0.319
cos,max,softplus,2,64,gcn,max,relu,8;42.0;0.318;0.313
cos,max,softplus,2,64,generalized_linear,sum,linear,1;123.0;0.758;0.785
cos,max,softplus,2,8,gat,mlp,softplus,1;10.0;0.16399999999999998;0.155
cos,max,softplus,2,8,gat_sym,mlp,relu6,4;123.0;0.122;0.13
cos,max,softplus,2,8,generalized_linear,mlp,tanh,8;10.0;0.35600000000000004;0.326
cos,max,softplus,4,16,const,mean,elu,6;42.0;0.316;0.319
cos,max,softplus,4,16,linear,sum,relu,2;10.0;0.122;0.13
cos,max,softplus,4,32,gcn,mlp,tanh,8;19.0;0.154;0.16899999999999998
cos,max,softplus,4,4,const,sum,elu,16;42.0;0.486;0.483
cos,max,softplus,4,4,cos,sum,leaky_relu,6;10.0;0.156;0.14400000000000002
cos,max,softplus,4,4,gat,mlp,linear,4;123.0;0.344;0.336
cos,max,softplus,4,64,gat_sym,mlp,sigmoid,1;19.0;0.276;0.316
cos,max,softplus,4,8,gcn,max,elu,1;19.0;0.196;0.222
cos,max,softplus,6,128,cos,max,elu,4;10.0;0.302;0.302
cos,max,softplus,6,128,gcn,sum,elu,1;123.0;0.156;0.149
cos,max,softplus,6,16,cos,mlp,tanh,1;123.0;0.168;0.16399999999999998
cos,max,softplus,6,256,gcn,max,tanh,6;42.0;0.218;0.218
cos,max,softplus,6,256,generalized_linear,max,relu6,2;42.0;0.122;0.149
cos,max,softplus,6,256,generalized_linear,max,softplus,6;79.0;0.26;0.282
cos,max,softplus,6,32,generalized_linear,sum,relu,6;123.0;0.122;0.13
cos,max,softplus,6,4,const,mlp,linear,4;123.0;0.402;0.4075
cos,max,softplus,6,64,const,max,relu6,16;19.0;0.122;0.14400000000000002
cos,max,softplus,8,128,const,sum,elu,2;123.0;0.154;0.149
cos,max,softplus,8,128,const,sum,relu6,1;42.0;0.08;0.097
cos,max,softplus,8,16,gcn,mlp,elu,1;42.0;0.484;0.514
cos,max,softplus,8,32,const,max,relu,1;42.0;0.316;0.319
cos,max,softplus,8,32,gat,sum,elu,2;19.0;0.306;0.314
cos,max,softplus,8,32,generalized_linear,mlp,softplus,8;19.0;0.21;0.319
cos,max,softplus,8,4,const,max,relu6,6;10.0;0.156;0.14400000000000002
cos,max,softplus,8,4,gcn,mlp,relu,4;123.0;0.132;0.136
cos,max,softplus,8,64,linear,sum,relu,1;79.0;0.122;0.13
cos,max,softplus,8,8,cos,max,relu6,16;42.0;0.316;0.319
cos,max,tanh,1,16,linear,sum,linear,1;19.0;0.782;0.79
cos,max,tanh,1,256,generalized_linear,mean,leaky_relu,1;10.0;0.612;0.6
cos,max,tanh,1,256,linear,sum,linear,4;10.0;0.764;0.7609999999999999
cos,max,tanh,1,32,gat,max,elu,4;42.0;0.298;0.319
cos,max,tanh,1,32,gat_sym,mlp,tanh,6;19.0;0.35;0.386
cos,max,tanh,1,32,gcn,sum,linear,8;10.0;0.7020000000000001;0.737
cos,max,tanh,1,4,gat,sum,linear,6;19.0;0.318;0.34700000000000003
cos,max,tanh,1,4,gcn,sum,linear,4;79.0;0.366;0.359
cos,max,tanh,1,64,cos,mlp,tanh,16;79.0;0.334;0.37
cos,max,tanh,1,8,gat,max,relu,8;79.0;0.162;0.149
cos,max,tanh,1,8,gat,mlp,relu6,1;79.0;0.478;0.491
cos,max,tanh,16,16,gat_sym,max,elu,16;10.0;0.268;0.319
cos,max,tanh,16,256,const,mean,elu,8;79.0;0.7659999999999999;0.77
cos,max,tanh,16,32,generalized_linear,max,linear,16;10.0;0.23;0.32
cos,max,tanh,16,4,gat_sym,mean,tanh,8;19.0;0.158;0.223
cos,max,tanh,16,4,linear,max,elu,4;79.0;0.3;0.297
cos,max,tanh,16,4,linear,mean,sigmoid,4;123.0;0.124;0.232
cos,max,tanh,16,64,cos,max,elu,1;79.0;0.7340000000000001;0.742
cos,max,tanh,16,64,gcn,mean,relu,16;42.0;0.146;0.215
cos,max,tanh,16,8,cos,sum,elu,16;19.0;0.772;0.789
cos,max,tanh,2,16,cos,mlp,tanh,6;79.0;0.23;0.349
cos,max,tanh,2,16,gat,max,elu,16;42.0;0.316;0.319
cos,max,tanh,2,16,gat,sum,relu6,1;79.0;0.7440000000000001;0.7490000000000001
cos,max,tanh,2,16,gcn,mean,relu6,6;79.0;0.332;0.373
cos,max,tanh,2,16,linear,max,relu6,8;123.0;0.156;0.14400000000000002
cos,max,tanh,2,4,gat,sum,relu6,2;123.0;0.5539999999999999;0.5710000000000001
cos,max,tanh,2,64,gat,max,elu,1;10.0;0.624;0.672
cos,max,tanh,2,8,linear,sum,softplus,6;123.0;0.562;0.605
cos,max,tanh,4,128,const,sum,linear,4;19.0;0.758;0.768
cos,max,tanh,4,128,gat,mlp,sigmoid,8;42.0;0.25;0.322
cos,max,tanh,4,16,const,max,relu,16;79.0;0.68;0.6990000000000001
cos,max,tanh,4,16,cos,sum,sigmoid,1;10.0;0.758;0.772
cos,max,tanh,4,16,cos,sum,softplus,1;10.0;0.762;0.787
cos,max,tanh,4,16,cos,sum,tanh,1;10.0;0.782;0.8029999999999999
cos,max,tanh,4,16,gcn,sum,elu,1;123.0;0.764;0.795
cos,max,tanh,4,16,gcn,sum,relu6,6;79.0;0.764;0.7879999999999999
cos,max,tanh,4,16,gcn,sum,tanh,1;10.0;0.765;0.7955
cos,max,tanh,4,16,gcn,sum,tanh,2;10.0;0.804;0.8
cos,max,tanh,4,16,generalized_linear,max,softplus,4;42.0;0.316;0.37
cos,max,tanh,4,256,generalized_linear,max,sigmoid,16;123.0;0.156;0.14400000000000002
cos,max,tanh,4,256,linear,mlp,softplus,1;79.0;0.7559999999999999;0.7829999999999999
cos,max,tanh,4,4,const,mean,softplus,8;42.0;0.156;0.319
cos,max,tanh,4,4,gat_sym,mlp,elu,2;10.0;0.76;0.7559999999999999
cos,max,tanh,4,4,gat_sym,mlp,elu,4;10.0;0.614;0.599
cos,max,tanh,4,4,linear,sum,elu,1;10.0;0.77;0.797
cos,max,tanh,4,64,const,mean,linear,6;123.0;0.7040000000000001;0.737
cos,max,tanh,4,64,linear,sum,elu,6;79.0;0.7559999999999999;0.747
cos,max,tanh,4,8,const,sum,linear,2;19.0;0.75;0.799
cos,max,tanh,4,8,cos,mean,relu6,6;10.0;0.316;0.319
cos,max,tanh,6,128,const,sum,leaky_relu,1;79.0;0.746;0.785
cos,max,tanh,6,128,gat_sym,max,elu,4;42.0;0.282;0.332
cos,max,tanh,6,16,gcn,sum,softplus,1;10.0;0.7759999999999999;0.7829999999999999
cos,max,tanh,6,16,generalized_linear,max,leaky_relu,16;19.0;0.162;0.149
cos,max,tanh,6,16,generalized_linear,mean,elu,2;19.0;0.63;0.645
cos,max,tanh,6,256,const,mean,relu,16;10.0;0.316;0.319
cos,max,tanh,6,256,gat,sum,relu,16;42.0;0.188;0.162
cos,max,tanh,6,256,linear,mean,softplus,8;79.0;0.672;0.6659999999999999
cos,max,tanh,6,256,linear,mlp,relu,8;42.0;0.15;0.139
cos,max,tanh,6,64,const,mlp,sigmoid,6;123.0;0.268;0.358
cos,max,tanh,6,64,cos,sum,softplus,6;10.0;0.76;0.765
cos,max,tanh,6,64,generalized_linear,mean,linear,1;123.0;0.726;0.7240000000000001
cos,max,tanh,6,8,cos,sum,relu,2;19.0;0.7440000000000001;0.769
cos,max,tanh,6,8,linear,max,softplus,6;10.0;0.114;0.149
cos,max,tanh,6,8,linear,mean,relu6,1;10.0;0.294;0.28300000000000003
cos,max,tanh,8,16,gat,max,elu,16;79.0;0.46;0.509
cos,max,tanh,8,16,gcn,sum,relu6,6;19.0;0.774;0.774
cos,max,tanh,8,16,linear,mlp,relu,4;19.0;0.316;0.319
cos,max,tanh,8,256,const,max,leaky_relu,16;123.0;0.7240000000000001;0.738
cos,max,tanh,8,256,cos,mlp,sigmoid,8;42.0;0.238;0.312
cos,max,tanh,8,256,generalized_linear,mean,sigmoid,8;42.0;0.122;0.124
cos,max,tanh,8,4,const,mean,leaky_relu,6;79.0;0.316;0.319
cos,max,tanh,8,4,cos,max,sigmoid,8;42.0;0.162;0.149
cos,max,tanh,8,4,cos,mean,leaky_relu,6;79.0;0.15;0.149
cos,max,tanh,8,4,gat,mean,linear,16;19.0;0.306;0.34700000000000003
cos,max,tanh,8,4,gcn,max,tanh,4;19.0;0.328;0.321
cos,max,tanh,8,64,const,sum,tanh,4;19.0;0.778;0.7879999999999999
cos,max,tanh,8,64,cos,mlp,relu6,4;10.0;0.126;0.131
cos,max,tanh,8,8,cos,sum,softplus,8;19.0;0.754;0.769
cos,max,tanh,8,8,linear,mlp,relu6,8;123.0;0.122;0.13
cos,mean,elu,1,128,gcn,max,leaky_relu,8;42.0;0.428;0.418
cos,mean,elu,1,128,gcn,sum,leaky_relu,4;10.0;0.72;0.7609999999999999
cos,mean,elu,1,16,const,mlp,linear,16;42.0;0.45;0.431
cos,mean,elu,1,16,gat_sym,mlp,linear,1;10.0;0.586;0.563
cos,mean,elu,1,256,const,mlp,elu,1;19.0;0.728;0.7440000000000001
cos,mean,elu,1,256,gat,mlp,sigmoid,1;79.0;0.158;0.196
cos,mean,elu,1,32,gcn,max,sigmoid,16;123.0;0.316;0.319
cos,mean,elu,1,4,const,mlp,linear,1;19.0;0.4920000000000001;0.501
cos,mean,elu,1,64,const,mlp,linear,1;19.0;0.738;0.737
cos,mean,elu,1,64,const,sum,elu,1;19.0;0.7859999999999999;0.8220000000000001
cos,mean,elu,1,64,cos,mean,sigmoid,6;10.0;0.162;0.149
cos,mean,elu,1,64,gat,sum,elu,1;123.0;0.7759999999999999;0.799
cos,mean,elu,1,64,gcn,sum,linear,2;19.0;0.732;0.75
cos,mean,elu,1,8,const,mean,tanh,6;79.0;0.156;0.14400000000000002
cos,mean,elu,1,8,gat,sum,linear,4;10.0;0.3720000000000001;0.371
cos,mean,elu,1,8,gat_sym,sum,tanh,2;10.0;0.384;0.421
cos,mean,elu,1,8,generalized_linear,max,elu,4;10.0;0.156;0.285
cos,mean,elu,16,128,const,mean,linear,1;10.0;0.72;0.768
cos,mean,elu,16,128,linear,sum,sigmoid,4;19.0;0.258;0.274
cos,mean,elu,16,16,const,sum,linear,4;10.0;0.792;0.818
cos,mean,elu,16,16,gat_sym,mlp,sigmoid,4;42.0;0.172;0.154
cos,mean,elu,16,256,linear,mlp,relu6,6;19.0;0.162;0.153
cos,mean,elu,16,4,cos,max,elu,6;79.0;0.282;0.29
cos,mean,elu,16,4,cos,mean,leaky_relu,6;79.0;0.112;0.32
cos,mean,elu,16,4,generalized_linear,mlp,linear,1;19.0;0.732;0.76
cos,mean,elu,16,4,linear,mean,sigmoid,4;10.0;0.112;0.263
cos,mean,elu,16,64,const,sum,linear,1;19.0;0.79;0.818
cos,mean,elu,16,8,const,mlp,softplus,1;42.0;0.774;0.7929999999999999
cos,mean,elu,16,8,gat_sym,mlp,softplus,6;10.0;0.754;0.7609999999999999
cos,mean,elu,2,256,gat_sym,max,leaky_relu,8;42.0;0.598;0.611
cos,mean,elu,2,256,gcn,sum,linear,1;10.0;0.784;0.79
cos,mean,elu,2,32,gat,mlp,relu6,2;79.0;0.156;0.142
cos,mean,elu,2,32,gat_sym,max,relu,6;42.0;0.17;0.155
cos,mean,elu,2,4,gat_sym,mlp,leaky_relu,1;42.0;0.214;0.201
cos,mean,elu,2,4,gcn,sum,elu,4;19.0;0.644;0.655
cos,mean,elu,2,64,cos,max,leaky_relu,16;42.0;0.28800000000000003;0.319
cos,mean,elu,2,64,gcn,max,relu,1;79.0;0.608;0.599
cos,mean,elu,2,64,generalized_linear,sum,leaky_relu,6;123.0;0.768;0.7559999999999999
cos,mean,elu,2,8,gcn,sum,tanh,4;19.0;0.5579999999999999;0.579
cos,mean,elu,4,128,gat_sym,mlp,softplus,1;79.0;0.212;0.193
cos,mean,elu,4,128,gcn,mlp,relu,4;10.0;0.194;0.162
cos,mean,elu,4,16,gat,mlp,relu6,8;123.0;0.136;0.124
cos,mean,elu,4,16,gat_sym,mean,softplus,2;79.0;0.16;0.319
cos,mean,elu,4,16,gcn,mlp,elu,4;123.0;0.7120000000000001;0.746
cos,mean,elu,4,16,gcn,mlp,elu,6;42.0;0.706;0.691
cos,mean,elu,4,16,gcn,sum,linear,16;10.0;0.764;0.772
cos,mean,elu,4,16,linear,mean,sigmoid,2;79.0;0.26;0.255
cos,mean,elu,4,256,cos,sum,linear,8;79.0;0.768;0.778
cos,mean,elu,4,32,cos,sum,leaky_relu,6;19.0;0.77;0.773
cos,mean,elu,4,32,gcn,max,linear,6;79.0;0.546;0.524
cos,mean,elu,4,32,gcn,mlp,linear,16;79.0;0.688;0.705
cos,mean,elu,4,4,gat_sym,mean,softplus,2;123.0;0.256;0.295
cos,mean,elu,4,64,const,mlp,sigmoid,6;123.0;0.24;0.242
cos,mean,elu,4,64,const,sum,elu,2;19.0;0.8;0.81
cos,mean,elu,4,64,const,sum,leaky_relu,8;123.0;0.758;0.789
cos,mean,elu,4,64,gat_sym,max,linear,6;42.0;0.304;0.328
cos,mean,elu,4,8,const,sum,linear,4;10.0;0.7759999999999999;0.8029999999999999
cos,mean,elu,6,256,linear,mlp,relu,8;10.0;0.122;0.13
cos,mean,elu,6,32,gat_sym,mean,leaky_relu,8;42.0;0.556;0.5760000000000001
cos,mean,elu,6,32,gat_sym,mean,softplus,8;42.0;0.24;0.295
cos,mean,elu,6,32,linear,mean,linear,1;10.0;0.21;0.239
cos,mean,elu,6,4,const,mlp,tanh,2;79.0;0.7020000000000001;0.721
cos,mean,elu,6,4,gat,mlp,linear,4;123.0;0.6679999999999999;0.6890000000000001
cos,mean,elu,6,4,gat,sum,elu,1;123.0;0.77;0.8059999999999999
cos,mean,elu,6,64,const,sum,linear,4;19.0;0.802;0.8240000000000001
cos,mean,elu,6,64,gcn,mean,linear,6;79.0;0.67;0.695
cos,mean,elu,8,128,gat_sym,sum,leaky_relu,1;42.0;0.764;0.7759999999999999
cos,mean,elu,8,16,const,sum,relu6,8;42.0;0.792;0.797
cos,mean,elu,8,16,gat_sym,sum,relu6,6;42.0;0.774;0.7929999999999999
cos,mean,elu,8,256,gat,max,sigmoid,4;42.0;0.194;0.319
cos,mean,elu,8,256,gat,mlp,elu,6;10.0;0.6920000000000001;0.72
cos,mean,elu,8,256,gat_sym,mean,softplus,2;42.0;0.29600000000000004;0.305
cos,mean,elu,8,256,gcn,sum,relu,4;10.0;0.768;0.784
cos,mean,elu,8,32,linear,max,elu,2;42.0;0.282;0.28300000000000003
cos,mean,elu,8,64,generalized_linear,sum,relu,1;123.0;0.768;0.785
cos,mean,elu,8,8,generalized_linear,mean,relu,2;42.0;0.708;0.737
cos,mean,leaky_relu,1,128,gcn,mean,elu,8;42.0;0.3;0.319
cos,mean,leaky_relu,1,16,const,max,relu6,1;42.0;0.122;0.149
cos,mean,leaky_relu,1,16,cos,max,softplus,16;10.0;0.162;0.149
cos,mean,leaky_relu,1,256,gcn,sum,tanh,6;79.0;0.308;0.385
cos,mean,leaky_relu,1,32,const,sum,leaky_relu,8;19.0;0.6940000000000001;0.7140000000000001
cos,mean,leaky_relu,1,32,cos,mlp,linear,2;42.0;0.434;0.389
cos,mean,leaky_relu,1,32,gat_sym,max,sigmoid,2;10.0;0.316;0.317
cos,mean,leaky_relu,1,4,linear,mlp,relu,8;10.0;0.07200000000000001;0.091
cos,mean,leaky_relu,1,8,gat_sym,mean,elu,1;79.0;0.332;0.32
cos,mean,leaky_relu,16,128,const,max,leaky_relu,1;79.0;0.316;0.319
cos,mean,leaky_relu,16,16,gat,sum,elu,4;79.0;0.7759999999999999;0.8029999999999999
cos,mean,leaky_relu,16,16,gat,sum,leaky_relu,2;10.0;0.7659999999999999;0.784
cos,mean,leaky_relu,16,16,linear,mean,softplus,4;42.0;0.13;0.162
cos,mean,leaky_relu,16,16,linear,mlp,elu,2;79.0;0.762;0.768
cos,mean,leaky_relu,16,256,gat,max,sigmoid,16;10.0;0.316;0.319
cos,mean,leaky_relu,16,256,gat_sym,mean,leaky_relu,6;79.0;0.08800000000000001;0.136
cos,mean,leaky_relu,16,256,gcn,sum,linear,2;123.0;0.732;0.767
cos,mean,leaky_relu,16,256,linear,mlp,relu,16;123.0;0.122;0.131
cos,mean,leaky_relu,16,256,linear,sum,linear,16;42.0;0.278;0.279
cos,mean,leaky_relu,16,32,gat_sym,mlp,tanh,2;123.0;0.456;0.527
cos,mean,leaky_relu,16,32,gcn,sum,relu6,6;42.0;0.16399999999999998;0.15
cos,mean,leaky_relu,16,32,linear,max,tanh,16;10.0;0.174;0.253
cos,mean,leaky_relu,16,64,linear,sum,elu,4;10.0;0.764;0.7959999999999999
cos,mean,leaky_relu,16,8,gat_sym,mlp,elu,6;42.0;0.654;0.6559999999999999
cos,mean,leaky_relu,2,128,cos,mean,tanh,6;123.0;0.206;0.319
cos,mean,leaky_relu,2,128,gat,mean,relu6,2;42.0;0.156;0.14400000000000002
cos,mean,leaky_relu,2,128,linear,max,relu,6;10.0;0.316;0.319
cos,mean,leaky_relu,2,16,cos,mlp,relu,1;79.0;0.152;0.166
cos,mean,leaky_relu,2,16,gat_sym,sum,tanh,4;19.0;0.542;0.579
cos,mean,leaky_relu,2,256,gcn,mlp,tanh,1;123.0;0.362;0.434
cos,mean,leaky_relu,2,256,linear,mean,linear,8;19.0;0.564;0.619
cos,mean,leaky_relu,2,32,generalized_linear,max,sigmoid,16;10.0;0.122;0.13
cos,mean,leaky_relu,2,4,const,max,tanh,1;123.0;0.276;0.319
cos,mean,leaky_relu,2,4,gat,mean,tanh,4;19.0;0.14400000000000002;0.155
cos,mean,leaky_relu,2,64,const,sum,elu,2;79.0;0.792;0.8109999999999999
cos,mean,leaky_relu,2,64,cos,mean,linear,6;10.0;0.382;0.451
cos,mean,leaky_relu,2,64,gcn,mlp,leaky_relu,1;42.0;0.5660000000000001;0.522
cos,mean,leaky_relu,2,64,generalized_linear,sum,softplus,6;19.0;0.648;0.659
cos,mean,leaky_relu,2,8,cos,sum,linear,4;10.0;0.586;0.603
cos,mean,leaky_relu,2,8,generalized_linear,sum,linear,16;42.0;0.578;0.598
cos,mean,leaky_relu,2,8,generalized_linear,sum,relu6,16;10.0;0.21600000000000005;0.3
cos,mean,leaky_relu,4,256,cos,max,linear,2;42.0;0.316;0.319
cos,mean,leaky_relu,4,256,gat_sym,sum,sigmoid,1;42.0;0.276;0.293
cos,mean,leaky_relu,4,256,gcn,mlp,relu6,2;10.0;0.166;0.151
cos,mean,leaky_relu,4,256,generalized_linear,sum,linear,1;123.0;0.792;0.8009999999999999
cos,mean,leaky_relu,4,32,generalized_linear,sum,leaky_relu,4;79.0;0.6579999999999999;0.67
cos,mean,leaky_relu,4,32,linear,mlp,sigmoid,1;42.0;0.194;0.189
