arch;seed;val_score;test_score
const,mlp,linear,6,64,gat,mean,leaky_relu,6;19.0;0.868;0.866
const,mlp,linear,6,64,gat_sym,mlp,relu6,2;42.0;0.732;0.728
const,mlp,linear,6,64,gcn,mean,elu,16;79.0;0.858;0.856
const,mlp,linear,6,8,gat_sym,mlp,relu6,6;79.0;0.858;0.866
const,mlp,linear,6,8,linear,mlp,relu6,1;10.0;0.7140000000000001;0.7090000000000001
const,mlp,linear,8,128,const,sum,sigmoid,16;19.0;0.802;0.78
const,mlp,linear,8,128,const,sum,sigmoid,6;19.0;0.792;0.773
const,mlp,linear,8,128,const,sum,sigmoid,8;19.0;0.784;0.7709999999999999
const,mlp,linear,8,128,gat,max,sigmoid,16;19.0;0.781;0.7745
const,mlp,linear,8,128,gat,sum,relu,16;19.0;0.748;0.7290000000000001
const,mlp,linear,8,128,gat,sum,sigmoid,16;19.0;0.8023076923076923;0.7888461538461538
const,mlp,linear,8,128,gat,sum,sigmoid,2;19.0;0.7959999999999999;0.78
const,mlp,linear,8,128,gat,sum,sigmoid,4;19.0;0.792;0.7759999999999999
const,mlp,linear,8,128,gat,sum,sigmoid,6;19.0;0.8059999999999999;0.7829999999999999
const,mlp,linear,8,128,gat,sum,tanh,16;19.0;0.8079999999999999;0.7809999999999999
const,mlp,linear,8,128,gcn,sum,sigmoid,16;19.0;0.79;0.779
const,mlp,linear,8,128,gcn,sum,tanh,2;79.0;0.774;0.787
const,mlp,linear,8,128,linear,sum,sigmoid,16;19.0;0.8049999999999999;0.7915
const,mlp,linear,8,128,linear,sum,sigmoid,6;19.0;0.7979999999999999;0.792
const,mlp,linear,8,16,gat,sum,elu,4;79.0;0.764;0.733
const,mlp,linear,8,16,gat,sum,sigmoid,16;19.0;0.8;0.779
const,mlp,linear,8,256,gat,max,sigmoid,16;19.0;0.778;0.7625
const,mlp,linear,8,256,gat,mlp,sigmoid,16;19.0;0.7959999999999999;0.784
const,mlp,linear,8,256,gat,sum,sigmoid,16;19.0;0.8069999999999999;0.7885
const,mlp,linear,8,256,gat_sym,max,relu,8;10.0;0.76;0.74
const,mlp,linear,8,256,linear,sum,sigmoid,16;19.0;0.8080000000000002;0.7903333333333332
const,mlp,linear,8,32,const,mlp,tanh,2;79.0;0.5720000000000001;0.769
const,mlp,linear,8,32,const,sum,tanh,2;79.0;0.802;0.773
const,mlp,linear,8,32,cos,sum,elu,4;123.0;0.752;0.737
const,mlp,linear,8,32,linear,sum,linear,2;123.0;0.772;0.7390000000000001
const,mlp,linear,8,4,gat_sym,max,softplus,1;42.0;0.757;0.7565
const,mlp,linear,8,64,const,sum,elu,16;19.0;0.7440000000000001;0.705
const,mlp,linear,8,64,const,sum,sigmoid,16;19.0;0.8013333333333333;0.7826666666666666
const,mlp,linear,8,64,const,sum,sigmoid,6;19.0;0.778;0.7809999999999999
const,mlp,linear,8,64,const,sum,sigmoid,8;19.0;0.8059999999999999;0.772
const,mlp,linear,8,64,gat,max,sigmoid,8;19.0;0.524;0.603
const,mlp,linear,8,64,gat,sum,linear,1;10.0;0.722;0.7120000000000001
const,mlp,linear,8,64,gat,sum,sigmoid,16;19.0;0.8053333333333335;0.7856666666666666
const,mlp,linear,8,64,gat,sum,sigmoid,8;19.0;0.794;0.79
const,mlp,linear,8,64,linear,sum,sigmoid,16;19.0;0.7879999999999999;0.785
const,mlp,linear,8,8,const,max,sigmoid,8;19.0;0.784;0.775
const,mlp,linear,8,8,const,mean,sigmoid,6;19.0;0.7966666666666667;0.7766666666666667
const,mlp,linear,8,8,const,sum,sigmoid,16;19.0;0.7879999999999999;0.774
const,mlp,linear,8,8,const,sum,sigmoid,6;19.0;0.8059999999999999;0.78
const,mlp,linear,8,8,const,sum,sigmoid,8;19.0;0.804;0.784
const,mlp,linear,8,8,gat,sum,sigmoid,16;19.0;0.8015999999999999;0.7862
const,mlp,linear,8,8,gat,sum,sigmoid,6;19.0;0.7909999999999999;0.7865
const,mlp,linear,8,8,gat_sym,mlp,relu6,16;42.0;0.416;0.407
const,mlp,linear,8,8,gcn,sum,sigmoid,16;19.0;0.796;0.777
const,mlp,linear,8,8,linear,sum,sigmoid,16;19.0;0.8;0.789
const,mlp,relu,1,16,linear,mlp,sigmoid,2;79.0;0.872;0.8440000000000001
const,mlp,relu,1,32,const,mlp,sigmoid,6;79.0;0.544;0.5329999999999999
const,mlp,relu,1,4,cos,sum,softplus,16;19.0;0.6679999999999999;0.6779999999999999
const,mlp,relu,1,4,linear,sum,tanh,8;42.0;0.534;0.534
const,mlp,relu,1,64,generalized_linear,max,elu,16;42.0;0.644;0.6559999999999999
const,mlp,relu,1,64,generalized_linear,max,relu6,6;79.0;0.866;0.87
const,mlp,relu,1,8,cos,mlp,elu,2;42.0;0.742;0.74
const,mlp,relu,1,8,linear,max,leaky_relu,2;42.0;0.722;0.711
const,mlp,relu,16,128,gat_sym,sum,linear,1;19.0;0.772;0.7440000000000001
const,mlp,relu,16,16,generalized_linear,mlp,elu,2;42.0;0.7020000000000001;0.6759999999999999
const,mlp,relu,16,256,gat,sum,sigmoid,8;42.0;0.0;0.0
const,mlp,relu,16,256,linear,mean,tanh,6;10.0;0.0;0.0
const,mlp,relu,16,32,gcn,mlp,tanh,6;10.0;0.784;0.782
const,mlp,relu,16,32,linear,mean,elu,8;123.0;0.698;0.665
const,mlp,relu,16,32,linear,sum,softplus,2;10.0;0.748;0.743
const,mlp,relu,16,64,cos,mlp,sigmoid,2;79.0;0.878;0.868
const,mlp,relu,16,64,cos,sum,tanh,16;79.0;0.8759999999999999;0.87
const,mlp,relu,2,128,cos,mlp,relu,1;42.0;0.78;0.774
const,mlp,relu,2,16,const,sum,tanh,16;79.0;0.7959999999999999;0.7759999999999999
const,mlp,relu,2,256,cos,sum,linear,1;42.0;0.774;0.782
const,mlp,relu,2,256,gat,sum,softplus,2;42.0;0.768;0.7509999999999999
const,mlp,relu,2,32,linear,sum,sigmoid,1;19.0;0.878;0.868
const,mlp,relu,2,4,const,sum,elu,16;79.0;0.858;0.8540000000000001
const,mlp,relu,2,64,gat_sym,sum,relu,6;42.0;0.768;0.768
const,mlp,relu,2,8,cos,sum,tanh,2;123.0;0.7879999999999999;0.7859999999999999
const,mlp,relu,2,8,cos,sum,tanh,8;42.0;0.78;0.782
const,mlp,relu,2,8,gat,sum,sigmoid,16;19.0;0.8109999999999999;0.798
const,mlp,relu,4,128,gat,mean,linear,8;79.0;0.5920000000000001;0.586
const,mlp,relu,4,128,gcn,max,linear,8;42.0;0.67;0.645
const,mlp,relu,4,128,linear,sum,relu6,4;19.0;0.54;0.539
const,mlp,relu,4,16,const,sum,tanh,16;79.0;0.8009999999999999;0.7815
const,mlp,relu,4,16,const,sum,tanh,4;42.0;0.8079999999999999;0.78
const,mlp,relu,4,16,generalized_linear,mlp,elu,16;123.0;0.55;0.536
const,mlp,relu,4,16,linear,mean,elu,2;10.0;0.7859999999999999;0.7509999999999999
const,mlp,relu,4,256,const,mean,relu6,6;79.0;0.8640000000000001;0.8759999999999999
const,mlp,relu,4,256,gcn,max,relu6,8;123.0;0.7659999999999999;0.723
const,mlp,relu,4,32,const,max,leaky_relu,6;79.0;0.87;0.87
const,mlp,relu,4,4,linear,sum,elu,8;123.0;0.784;0.7759999999999999
const,mlp,relu,4,64,const,sum,tanh,16;79.0;0.816;0.7879999999999999
const,mlp,relu,4,64,const,sum,tanh,4;79.0;0.7879999999999999;0.774
const,mlp,relu,4,64,gcn,sum,tanh,16;79.0;0.794;0.7759999999999999
const,mlp,relu,6,16,gcn,mlp,tanh,1;79.0;0.7879999999999999;0.7879999999999999
const,mlp,relu,6,16,linear,sum,softplus,1;79.0;0.758;0.741
const,mlp,relu,6,16,linear,sum,tanh,16;79.0;0.79;0.7859999999999999
const,mlp,relu,6,16,linear,sum,tanh,8;79.0;0.794;0.787
const,mlp,relu,6,32,gat,mlp,leaky_relu,1;123.0;0.768;0.767
const,mlp,relu,6,32,gat,sum,leaky_relu,1;123.0;0.78;0.747
const,mlp,relu,6,32,gat,sum,linear,8;123.0;0.7759999999999999;0.757
const,mlp,relu,6,32,gat_sym,sum,linear,2;123.0;0.772;0.748
const,mlp,relu,6,32,gcn,sum,leaky_relu,1;123.0;0.759;0.7445
const,mlp,relu,6,32,gcn,sum,relu6,1;123.0;0.7659999999999999;0.7440000000000001
const,mlp,relu,6,4,cos,max,sigmoid,6;123.0;0.557;0.5625
const,mlp,relu,6,64,generalized_linear,mean,softplus,4;42.0;0.736;0.705
const,mlp,relu,6,64,linear,mlp,linear,16;42.0;0.706;0.701
const,mlp,relu,6,64,linear,sum,tanh,16;79.0;0.8;0.78
const,mlp,relu,6,8,gat_sym,max,relu,2;123.0;0.522;0.537
const,mlp,relu,6,8,generalized_linear,sum,linear,4;19.0;0.762;0.743
const,mlp,relu,8,256,cos,mlp,softplus,2;42.0;0.7659999999999999;0.7490000000000001
const,mlp,relu,8,256,gat,sum,sigmoid,16;19.0;0.8029999999999999;0.7805
const,mlp,relu,8,32,cos,mlp,relu6,4;123.0;0.7340000000000001;0.7190000000000001
const,mlp,relu,8,32,gcn,sum,tanh,4;10.0;0.782;0.785
const,mlp,relu,8,4,generalized_linear,mlp,relu,16;19.0;0.388;0.413
const,mlp,relu,8,4,linear,sum,relu,4;10.0;0.7759999999999999;0.768
const,mlp,relu,8,64,gat,sum,sigmoid,16;19.0;0.7993333333333333;0.7846666666666667
const,mlp,relu,8,64,linear,sum,linear,16;19.0;0.884;0.868
const,mlp,relu,8,8,gat,sum,linear,16;19.0;0.768;0.755
const,mlp,relu,8,8,gat,sum,sigmoid,16;19.0;0.8036923076923077;0.7854615384615387
const,mlp,relu6,1,16,const,mean,linear,4;123.0;0.63;0.644
const,mlp,relu6,1,16,cos,max,leaky_relu,8;10.0;0.684;0.655
const,mlp,relu6,1,256,const,mean,linear,4;123.0;0.75;0.716
const,mlp,relu6,1,64,linear,mlp,leaky_relu,6;123.0;0.594;0.589
const,mlp,relu6,16,16,cos,sum,relu,6;19.0;0.7759999999999999;0.782
const,mlp,relu6,16,4,const,mean,elu,1;79.0;0.768;0.7340000000000001
const,mlp,relu6,16,64,gat,sum,softplus,6;42.0;0.758;0.731
const,mlp,relu6,16,64,gat_sym,mean,linear,6;19.0;0.8740000000000001;0.878
const,mlp,relu6,2,128,const,sum,elu,6;19.0;0.8740000000000001;0.872
const,mlp,relu6,2,128,const,sum,elu,8;79.0;0.7559999999999999;0.727
const,mlp,relu6,2,128,linear,sum,elu,4;10.0;0.738;0.72
const,mlp,relu6,2,16,gcn,mean,tanh,4;10.0;0.784;0.78
const,mlp,relu6,2,256,const,max,tanh,1;10.0;0.7959999999999999;0.785
const,mlp,relu6,2,256,const,max,tanh,2;10.0;0.7315;0.75575
const,mlp,relu6,2,256,const,max,tanh,6;10.0;0.764;0.7559999999999999
const,mlp,relu6,2,256,gcn,sum,sigmoid,4;79.0;0.8;0.789
const,mlp,relu6,2,256,linear,max,tanh,2;10.0;0.774;0.775
const,mlp,relu6,2,32,linear,max,sigmoid,6;123.0;0.596;0.578
const,mlp,relu6,2,32,linear,mlp,leaky_relu,2;10.0;0.752;0.718
const,mlp,relu6,2,4,const,sum,linear,8;10.0;0.742;0.7609999999999999
const,mlp,relu6,2,4,gcn,max,linear,2;42.0;0.726;0.7340000000000001
const,mlp,relu6,2,4,generalized_linear,sum,linear,4;19.0;0.752;0.7509999999999999
const,mlp,relu6,2,64,generalized_linear,sum,relu,4;79.0;0.746;0.7140000000000001
const,mlp,relu6,2,8,generalized_linear,sum,sigmoid,4;10.0;0.774;0.7609999999999999
const,mlp,relu6,4,128,cos,sum,elu,4;10.0;0.772;0.774
const,mlp,relu6,4,128,generalized_linear,mlp,softplus,16;19.0;0.8069999999999999;0.8025
const,mlp,relu6,4,16,linear,sum,leaky_relu,1;123.0;0.76;0.7759999999999999
const,mlp,relu6,4,256,cos,max,leaky_relu,1;79.0;0.87;0.868
const,mlp,relu6,4,256,gat_sym,sum,linear,4;19.0;0.7240000000000001;0.722
const,mlp,relu6,4,256,gcn,max,leaky_relu,1;10.0;0.76;0.735
const,mlp,relu6,4,256,linear,mean,tanh,6;42.0;0.78;0.777
const,mlp,relu6,4,256,linear,sum,linear,2;19.0;0.7659999999999999;0.733
const,mlp,relu6,4,4,generalized_linear,mean,sigmoid,8;79.0;0.402;0.46
const,mlp,relu6,4,4,generalized_linear,mlp,linear,6;79.0;0.416;0.444
const,mlp,relu6,4,64,gat,sum,linear,4;42.0;0.7859999999999999;0.768
const,mlp,relu6,4,64,generalized_linear,mean,softplus,16;10.0;0.716;0.6759999999999999
const,mlp,relu6,4,8,gat,max,tanh,2;10.0;0.772;0.7609999999999999
const,mlp,relu6,4,8,gcn,sum,tanh,1;79.0;0.794;0.784
const,mlp,relu6,6,64,gat,max,elu,4;79.0;0.7140000000000001;0.728
const,mlp,relu6,6,64,gcn,sum,tanh,2;19.0;0.7859999999999999;0.7709999999999999
const,mlp,relu6,6,8,gcn,sum,leaky_relu,6;79.0;0.8759999999999999;0.8640000000000001
const,mlp,relu6,8,128,cos,sum,sigmoid,4;123.0;0.802;0.7909999999999999
const,mlp,relu6,8,128,gat_sym,mlp,leaky_relu,16;19.0;0.65;0.672
const,mlp,relu6,8,128,linear,mean,tanh,4;123.0;0.794;0.7709999999999999
const,mlp,relu6,8,16,cos,mean,sigmoid,1;123.0;0.66;0.6809999999999999
const,mlp,relu6,8,256,cos,mlp,tanh,1;19.0;0.79;0.7879999999999999
const,mlp,relu6,8,256,gat,mlp,relu6,2;79.0;0.416;0.407
const,mlp,relu6,8,32,gat_sym,sum,linear,2;10.0;0.772;0.7659999999999999
const,mlp,relu6,8,4,gat,mlp,leaky_relu,1;42.0;0.77;0.77
const,mlp,relu6,8,64,gat_sym,max,linear,1;42.0;0.722;0.691
const,mlp,sigmoid,1,128,cos,sum,tanh,1;79.0;0.774;0.764
const,mlp,sigmoid,1,128,gat,mlp,linear,8;79.0;0.884;0.8740000000000001
const,mlp,sigmoid,1,128,gcn,mlp,linear,1;42.0;0.662;0.639
const,mlp,sigmoid,1,128,generalized_linear,mlp,sigmoid,1;19.0;0.78;0.768
const,mlp,sigmoid,1,4,linear,sum,elu,6;19.0;0.7020000000000001;0.6779999999999999
const,mlp,sigmoid,1,64,const,sum,relu,4;79.0;0.198;0.17800000000000002
const,mlp,sigmoid,1,64,cos,mlp,relu,8;10.0;0.38;0.403
const,mlp,sigmoid,1,8,gat,max,tanh,1;10.0;0.546;0.617
const,mlp,sigmoid,1,8,linear,mlp,linear,6;42.0;0.552;0.5670000000000001
const,mlp,sigmoid,16,16,const,sum,linear,1;123.0;0.768;0.7490000000000001
const,mlp,sigmoid,16,32,gcn,sum,elu,6;19.0;0.784;0.784
const,mlp,sigmoid,16,4,generalized_linear,max,tanh,6;123.0;0.41;0.439
const,mlp,sigmoid,16,64,const,sum,relu6,4;123.0;0.196;0.18
const,mlp,sigmoid,16,64,gat,mean,relu,2;123.0;0.416;0.407
const,mlp,sigmoid,16,8,gcn,mean,leaky_relu,16;79.0;0.586;0.565
const,mlp,sigmoid,16,8,gcn,sum,tanh,4;79.0;0.7959999999999999;0.7829999999999999
const,mlp,sigmoid,2,128,linear,sum,tanh,4;79.0;0.7879999999999999;0.778
const,mlp,sigmoid,2,16,const,mlp,relu6,2;19.0;0.848;0.866
const,mlp,sigmoid,2,16,cos,max,softplus,16;42.0;0.532;0.5479999999999999
const,mlp,sigmoid,2,16,cos,mlp,leaky_relu,16;79.0;0.388;0.413
const,mlp,sigmoid,2,256,linear,max,elu,1;19.0;0.458;0.44
const,mlp,sigmoid,2,32,cos,sum,linear,4;42.0;0.7859999999999999;0.772
const,mlp,sigmoid,2,32,gat_sym,mean,relu6,4;10.0;0.51;0.53
const,mlp,sigmoid,2,32,gat_sym,mlp,softplus,1;10.0;0.7120000000000001;0.6920000000000001
const,mlp,sigmoid,2,4,generalized_linear,sum,linear,1;10.0;0.77;0.74
const,mlp,sigmoid,2,64,gcn,mean,sigmoid,4;79.0;0.606;0.5820000000000001
const,mlp,sigmoid,2,8,const,sum,elu,16;79.0;0.7759999999999999;0.775
const,mlp,sigmoid,4,128,linear,sum,elu,8;10.0;0.784;0.762
const,mlp,sigmoid,4,16,gat,mean,softplus,16;42.0;0.504;0.5
const,mlp,sigmoid,4,16,gcn,max,sigmoid,4;19.0;0.342;0.413
const,mlp,sigmoid,4,256,const,max,sigmoid,6;10.0;0.7859999999999999;0.7709999999999999
const,mlp,sigmoid,4,4,cos,mlp,linear,4;10.0;0.742;0.725
const,mlp,sigmoid,4,4,generalized_linear,max,elu,4;79.0;0.402;0.42
const,mlp,sigmoid,4,64,gat,max,linear,1;79.0;0.448;0.484
const,mlp,sigmoid,4,64,gat,mlp,softplus,6;10.0;0.6679999999999999;0.659
const,mlp,sigmoid,4,8,gcn,mlp,tanh,2;10.0;0.8059999999999999;0.784
const,mlp,sigmoid,4,8,linear,max,relu6,4;79.0;0.732;0.7140000000000001
const,mlp,sigmoid,6,128,const,sum,linear,1;79.0;0.88;0.868
const,mlp,sigmoid,6,128,gat_sym,sum,leaky_relu,6;10.0;0.386;0.413
const,mlp,sigmoid,6,128,gat_sym,sum,tanh,2;123.0;0.46;0.465
const,mlp,sigmoid,6,128,linear,sum,relu,6;42.0;0.196;0.18
const,mlp,sigmoid,6,16,linear,mlp,leaky_relu,4;10.0;0.422;0.413
const,mlp,sigmoid,6,256,linear,max,softplus,1;10.0;0.37;0.457
const,mlp,sigmoid,6,32,gcn,sum,softplus,16;79.0;0.7659999999999999;0.763
const,mlp,sigmoid,6,64,gcn,sum,elu,1;123.0;0.7659999999999999;0.7440000000000001
const,mlp,sigmoid,6,64,linear,max,elu,4;123.0;0.416;0.415
const,mlp,sigmoid,6,64,linear,mlp,linear,2;42.0;0.5820000000000001;0.5770000000000001
const,mlp,sigmoid,6,8,gat,mean,sigmoid,16;42.0;0.51;0.516
const,mlp,sigmoid,6,8,gat_sym,mlp,sigmoid,6;79.0;0.434;0.46
const,mlp,sigmoid,6,8,generalized_linear,max,tanh,4;10.0;0.774;0.779
const,mlp,sigmoid,6,8,linear,mean,relu,6;123.0;0.416;0.413
const,mlp,sigmoid,8,128,cos,mlp,leaky_relu,4;19.0;0.40900000000000003;0.4125
const,mlp,sigmoid,8,128,gat,max,leaky_relu,1;123.0;0.416;0.449
const,mlp,sigmoid,8,32,gat,max,relu6,6;42.0;0.416;0.407
const,mlp,sigmoid,8,32,generalized_linear,sum,relu,16;19.0;0.35600000000000004;0.359
const,mlp,sigmoid,8,64,gcn,mlp,linear,6;79.0;0.8859999999999999;0.87
const,mlp,sigmoid,8,64,generalized_linear,sum,elu,4;19.0;0.79;0.769
const,mlp,softplus,1,128,gcn,mlp,relu,1;123.0;0.638;0.647
const,mlp,softplus,1,128,generalized_linear,mlp,softplus,1;10.0;0.7440000000000001;0.722
const,mlp,softplus,1,16,cos,sum,sigmoid,6;123.0;0.78;0.785
const,mlp,softplus,1,16,generalized_linear,mlp,leaky_relu,16;10.0;0.634;0.614
const,mlp,softplus,1,256,cos,mlp,elu,8;123.0;0.598;0.605
const,mlp,softplus,1,256,cos,sum,leaky_relu,6;10.0;0.536;0.5379999999999999
const,mlp,softplus,1,32,cos,sum,linear,6;79.0;0.7559999999999999;0.764
const,mlp,softplus,1,4,cos,max,relu6,1;79.0;0.6799999999999999;0.699
const,mlp,softplus,1,4,cos,mlp,elu,4;19.0;0.768;0.746
const,mlp,softplus,1,4,cos,mlp,leaky_relu,6;10.0;0.388;0.413
const,mlp,softplus,1,4,cos,mlp,leaky_relu,8;19.0;0.388;0.413
const,mlp,softplus,1,4,gat_sym,mean,elu,4;19.0;0.4320000000000001;0.464
const,mlp,softplus,1,64,generalized_linear,mlp,tanh,16;123.0;0.664;0.6729999999999999
const,mlp,softplus,1,64,linear,mlp,elu,4;42.0;0.578;0.5479999999999999
const,mlp,softplus,1,8,const,sum,leaky_relu,2;79.0;0.868;0.8420000000000001
const,mlp,softplus,1,8,linear,max,tanh,6;79.0;0.542;0.52
const,mlp,softplus,1,8,linear,mlp,elu,2;79.0;0.768;0.7440000000000001
const,mlp,softplus,16,128,cos,max,sigmoid,16;79.0;0.364;0.4
const,mlp,softplus,16,16,gat,mean,leaky_relu,2;79.0;0.386;0.39
const,mlp,softplus,16,256,const,max,relu,8;19.0;0.0;0.0
const,mlp,softplus,16,256,generalized_linear,mlp,linear,2;19.0;0.0;0.0
const,mlp,softplus,16,8,const,sum,linear,6;19.0;0.752;0.737
const,mlp,softplus,16,8,gcn,max,elu,2;42.0;0.726;0.6920000000000001
const,mlp,softplus,2,128,const,max,leaky_relu,6;10.0;0.7040000000000001;0.6970000000000001
const,mlp,softplus,2,128,gat,max,tanh,2;10.0;0.7340000000000001;0.742
const,mlp,softplus,2,128,linear,max,linear,8;10.0;0.68;0.653
const,mlp,softplus,2,256,cos,mlp,leaky_relu,8;19.0;0.868;0.862
const,mlp,softplus,2,256,cos,sum,relu6,16;42.0;0.38;0.419
const,mlp,softplus,2,4,gat_sym,sum,leaky_relu,16;79.0;0.78;0.76
const,mlp,softplus,2,4,linear,sum,softplus,6;10.0;0.7759999999999999;0.778
const,mlp,softplus,2,8,cos,sum,leaky_relu,1;10.0;0.78;0.782
const,mlp,softplus,2,8,cos,sum,leaky_relu,2;123.0;0.7440000000000001;0.7709999999999999
const,mlp,softplus,2,8,generalized_linear,mean,relu6,16;10.0;0.388;0.413
const,mlp,softplus,2,8,linear,sum,tanh,8;79.0;0.7879999999999999;0.78
const,mlp,softplus,4,16,gat,mean,relu,6;19.0;0.5379999999999999;0.539
const,mlp,softplus,4,16,gat_sym,max,linear,4;10.0;0.768;0.765
const,mlp,softplus,4,256,const,max,elu,1;42.0;0.674;0.669
const,mlp,softplus,4,256,gat,sum,linear,2;42.0;0.708;0.721
const,mlp,softplus,4,32,generalized_linear,max,relu6,2;79.0;0.748;0.736
const,mlp,softplus,4,4,gat_sym,mean,linear,16;42.0;0.5579999999999999;0.529
const,mlp,softplus,4,4,generalized_linear,max,linear,1;19.0;0.402;0.418
const,mlp,softplus,4,4,generalized_linear,sum,linear,8;42.0;0.762;0.758
const,mlp,softplus,4,4,linear,sum,softplus,4;42.0;0.754;0.75
const,mlp,softplus,4,4,linear,sum,tanh,4;19.0;0.7979999999999999;0.7829999999999999
const,mlp,softplus,4,64,generalized_linear,sum,softplus,4;123.0;0.754;0.7490000000000001
const,mlp,softplus,4,8,cos,mlp,linear,6;10.0;0.774;0.763
const,mlp,softplus,4,8,gat,max,sigmoid,1;19.0;0.374;0.41
const,mlp,softplus,6,128,const,max,relu,6;79.0;0.858;0.858
const,mlp,softplus,6,128,gat_sym,mlp,linear,16;42.0;0.59;0.5820000000000001
const,mlp,softplus,6,128,gat_sym,sum,linear,16;42.0;0.762;0.738
const,mlp,softplus,6,128,gcn,mlp,elu,2;79.0;0.87;0.8640000000000001
const,mlp,softplus,6,128,gcn,mlp,relu,1;79.0;0.184;0.17600000000000002
const,mlp,softplus,6,16,linear,mlp,elu,1;19.0;0.7;0.68
const,mlp,softplus,6,4,const,mean,linear,8;79.0;0.817;0.8029999999999999
const,mlp,softplus,6,4,cos,max,linear,4;19.0;0.5499999999999999;0.5625
const,mlp,softplus,6,4,gcn,sum,elu,4;123.0;0.7659999999999999;0.742
const,mlp,softplus,6,4,gcn,sum,sigmoid,4;19.0;0.792;0.778
const,mlp,softplus,6,64,gcn,mean,elu,16;42.0;0.59;0.581
const,mlp,softplus,8,256,gat,mlp,sigmoid,16;19.0;0.5479999999999999;0.565
const,mlp,softplus,8,256,gat,sum,sigmoid,16;19.0;0.7535;0.727
const,mlp,softplus,8,32,gat,max,sigmoid,8;42.0;0.784;0.765
const,mlp,softplus,8,32,gat_sym,max,relu6,6;19.0;0.856;0.866
const,mlp,softplus,8,32,generalized_linear,max,linear,1;123.0;0.7759999999999999;0.764
const,mlp,softplus,8,4,linear,max,sigmoid,8;123.0;0.542;0.578
const,mlp,softplus,8,64,const,sum,sigmoid,16;19.0;0.8079999999999999;0.7859999999999999
const,mlp,softplus,8,64,gcn,mlp,sigmoid,6;123.0;0.79;0.78
const,mlp,softplus,8,8,const,sum,sigmoid,16;19.0;0.8079999999999999;0.7809999999999999
const,mlp,softplus,8,8,const,sum,sigmoid,2;19.0;0.8059999999999999;0.7929999999999999
const,mlp,softplus,8,8,gat,sum,sigmoid,16;19.0;0.802;0.785
const,mlp,tanh,1,128,const,mean,relu,16;19.0;0.472;0.522
const,mlp,tanh,1,128,gat,mean,linear,2;79.0;0.8759999999999999;0.8640000000000001
const,mlp,tanh,1,128,gat_sym,mlp,elu,6;19.0;0.88;0.8740000000000001
const,mlp,tanh,1,128,gat_sym,sum,tanh,1;79.0;0.802;0.7879999999999999
const,mlp,tanh,1,4,const,mlp,elu,2;19.0;0.714;0.763
const,mlp,tanh,1,4,generalized_linear,max,sigmoid,6;19.0;0.402;0.412
const,mlp,tanh,1,4,linear,mlp,relu,1;42.0;0.196;0.398
const,mlp,tanh,1,4,linear,sum,elu,1;42.0;0.778;0.7609999999999999
const,mlp,tanh,1,64,gat_sym,sum,leaky_relu,4;42.0;0.784;0.778
const,mlp,tanh,1,8,gat_sym,mlp,relu6,2;42.0;0.196;0.422
const,mlp,tanh,1,8,gat_sym,sum,softplus,1;123.0;0.794;0.765
const,mlp,tanh,1,8,generalized_linear,sum,elu,4;19.0;0.7659999999999999;0.764
const,mlp,tanh,16,128,cos,sum,elu,2;123.0;0.778;0.7809999999999999
const,mlp,tanh,16,128,gat,sum,linear,8;123.0;0.76;0.7490000000000001
const,mlp,tanh,16,128,gcn,max,relu6,4;42.0;0.7240000000000001;0.7440000000000001
const,mlp,tanh,16,128,generalized_linear,mean,relu,4;79.0;0.8759999999999999;0.872
const,mlp,tanh,16,16,const,sum,linear,4;19.0;0.742;0.728
const,mlp,tanh,16,16,linear,sum,linear,2;79.0;0.7559999999999999;0.738
const,mlp,tanh,16,256,gat_sym,mlp,softplus,8;123.0;0.0;0.0
const,mlp,tanh,16,32,gat,mlp,relu6,16;123.0;0.718;0.7
const,mlp,tanh,16,32,gat,sum,softplus,2;123.0;0.762;0.77
const,mlp,tanh,16,32,generalized_linear,sum,tanh,2;79.0;0.8;0.779
const,mlp,tanh,16,4,gat_sym,max,linear,2;42.0;0.7120000000000001;0.72
const,mlp,tanh,16,4,gat_sym,sum,elu,2;10.0;0.792;0.7829999999999999
const,mlp,tanh,16,64,cos,mean,sigmoid,1;123.0;0.8059999999999999;0.784
const,mlp,tanh,16,64,cos,mlp,linear,16;19.0;0.722;0.715
const,mlp,tanh,16,64,cos,mlp,relu,1;123.0;0.758;0.735
const,mlp,tanh,16,64,cos,mlp,sigmoid,1;123.0;0.7953333333333333;0.7806666666666667
const,mlp,tanh,16,64,cos,mlp,sigmoid,2;123.0;0.7959999999999999;0.774
const,mlp,tanh,16,64,cos,sum,sigmoid,1;123.0;0.791;0.7865
const,mlp,tanh,16,64,cos,sum,sigmoid,2;123.0;0.798;0.7819999999999999
const,mlp,tanh,16,64,gcn,mlp,sigmoid,1;123.0;0.7929999999999999;0.788
const,mlp,tanh,16,64,gcn,mlp,sigmoid,2;123.0;0.796;0.7805
const,mlp,tanh,16,64,gcn,sum,elu,2;123.0;0.752;0.7440000000000001
const,mlp,tanh,16,64,gcn,sum,relu6,2;123.0;0.762;0.747
const,mlp,tanh,16,64,gcn,sum,sigmoid,2;123.0;0.805;0.788
const,mlp,tanh,16,64,generalized_linear,sum,leaky_relu,4;10.0;0.768;0.741
const,mlp,tanh,16,8,const,max,softplus,8;42.0;0.79;0.7709999999999999
const,mlp,tanh,16,8,gcn,sum,tanh,4;10.0;0.8079999999999999;0.787
